fillseq.wal_disabled.v400,1.01,1.02,1.03,1.03,0.99,0.97,0.94,0.96,0.90,0.97,0.89,0.88,0.93,0.63,0.64,0.64,0.63,0.63,0.63,0.63,0.64,0.61,0.64,0.63,0.64,0.64,0.64,0.62,0.58
readrandom.t8,1.00,1.00,1.00,1.00,1.00,1.00,0.99,1.00,1.00,0.99,0.99,1.00,1.00,0.99,0.99,0.99,1.00,1.00,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.98
fwdrange.t8,1.00,1.00,0.99,0.99,0.99,0.99,0.99,1.00,0.99,0.98,0.99,0.98,0.99,0.99,0.99,0.98,1.00,0.98,0.98,0.98,0.99,0.98,0.97,0.98,0.97,0.98,0.98,0.98,0.97
multireadrandom.t8,1.00,1.00,1.00,1.00,1.00,1.00,0.99,0.99,1.00,0.99,0.99,1.00,1.00,0.99,0.99,0.99,1.00,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.98,0.98,0.98
revrangewhilewriting.t8,0.98,0.96,0.95,0.98,0.96,0.95,0.96,0.94,0.97,0.94,0.96,0.95,0.96,0.92,0.94,0.93,0.93,0.94,0.99,0.99,1.00,0.98,0.98,0.99,0.98,0.99,0.99,0.99,1.00
fwdrangewhilewriting.t8,0.99,1.00,0.99,0.98,0.98,0.98,0.97,0.98,0.98,0.99,0.97,0.99,0.98,0.99,0.98,0.97,0.98,0.97,0.97,0.97,0.98,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.98
readwhilewriting.t8,1.00,1.00,0.99,0.98,0.99,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.97,0.98,0.98,0.98,0.98,0.98,0.97,0.98,0.97,0.98,0.97,0.98,0.97,0.98,0.97
overwriteandwait.t8.s0,1.13,1.12,0.95,0.97,0.90,0.93,0.91,0.93,0.84,0.94,0.96,0.88,1.34,1.18,1.10,1.13,1.13,1.07,1.07,1.27,1.07,1.06,1.06,1.21,1.14,1.09,1.13,1.28,1.27
