1569207	1077937	1395529	1069099	1128113	1120182	1098771	726185	715034	719633	657709	766584	972298	1187968	1181176	1219758	1211725	1213909	1221418	1202154	fillseq.wal_disabled.v400
45948	45789	44452	45233	45920	45899	45453	45429	45359	45224	45222	45429	45018	44594	44571	43826	43841	42594	44287	44230	readrandom.t8
29847	29894	28937	29197	30711	30465	30071	30289	29982	29915	29835	29892	30368	30375	29817	29803	29243	28446	29709	30086	fwdrange.t8
44419	45152	44344	44277	45401	45402	44955	44922	44898	44652	44701	44889	44401	43932	43787	43346	43202	42652	44583	44321	multireadrandom.t8
18453	19060	16974	18110	17876	17203	16749	16818	17705	17571	17809	17566	17392	17148	17197	17075	17278	16309	17488	16994	revrangewhilewriting.t8
19882	20580	17698	17922	18696	18345	18557	18236	18126	18078	18239	18056	17614	17715	17684	17620	18133	17227	18020	18074	fwdrangewhilewriting.t8
41469	41002	39963	40925	41358	40764	40534	40294	40446	40221	40271	40432	40293	39823	39849	39456	38900	38902	40754	39227	readwhilewriting.t8
149968	117384	153225	140101	144350	130587	135855	158764	183916	164377	183312	153636	172800	174005	174945	174305	175635	95353	171166	169758	overwriteandwait.t8.s0
