2095985	2045475	2047219	1930958	2111238	2087120	2034870	1988636	2016313	1870743	1961244	2028767	1998948	2030530	1954718	1880176	1903235	1530204	1803517	fillseq.wal_disabled.v400
1288802	1322852	1332143	1324876	1341225	1337255	1329833	1327249	1343793	1337771	1298220	1319437	1328728	1314152	1326256	1282807	1318698	1334559	1300292	readrandom.t8
392443	416263	431174	425648	400835	423554	418234	405795	422439	422848	425353	410053	445137	438087	447519	408093	436949	443943	426507	fwdrange.t8
1304130	1320365	1341133	1337820	1349122	1341753	1338605	1326008	1328845	1344065	1324341	1317236	1318882	1313804	1323211	1286055	1311589	1323265	1303080	multireadrandom.t8
229140	232060	232630	60028	232557	224293	221356	221327	222879	226202	227486	226778	231006	232853	237892	233330	230573	232924	226186	revrangewhilewriting.t8
296817	301290	299392	75053	300059	286769	288278	288900	290676	289708	298438	294224	305621	304130	304894	303161	300242	300669	294009	fwdrangewhilewriting.t8
782122	822228	819653	409291	842877	817352	821120	824329	813888	817234	798798	808759	802452	805773	805922	778697	796470	804157	788729	readwhilewriting.t8
264416	264195	263425	263447	291437	293475	290311	319078	326762	325723	328172	332205	332304	328519	328909	324195	330454	333183	276983	overwrite.t8.s0
