fillseq.wal_disabled.v400,0.90,0.95,0.93,1.02,1.22,1.35,1.39,1.28,1.26,1.26
readrandom.t8,1.00,1.00,1.00,0.99,0.96,0.95,0.96,0.95,0.96,0.98
fwdrange.t8,1.00,1.01,1.00,1.00,0.98,0.97,0.97,0.98,0.96,0.95
multireadrandom.t8,1.00,1.01,1.00,0.99,0.98,0.93,0.94,0.97,0.95,0.94
revrangewhilewriting.t8,1.02,1.01,1.00,1.00,0.95,0.96,0.95,0.95,0.96,0.96
fwdrangewhilewriting.t8,1.00,1.00,1.00,0.99,0.94,0.96,0.93,0.96,0.94,0.97
readwhilewriting.t8,1.00,1.00,1.00,1.00,0.98,0.99,0.96,0.96,0.95,0.97
overwriteandwait.t8.s0,0.94,1.07,0.99,1.01,1.02,1.04,1.05,1.13,1.12,1.14
