fillseq.wal_disabled.v400,1.02,1.01,0.98,0.72,0.71,0.71,0.71,0.70,0.69
readrandom.t8,1.01,1.01,0.97,0.98,0.98,0.99,0.99,1.00,1.00
fwdrange.t8,1.01,1.01,0.97,1.00,1.01,0.98,0.99,1.01,1.00
multireadrandom.t8,1.03,1.02,1.02,0.99,1.00,1.01,1.00,1.02,1.02
revrangewhilewriting.t8,1.01,1.02,0.99,0.97,1.01,1.03,1.00,1.04,1.03
fwdrangewhilewriting.t8,1.00,0.99,0.98,0.98,1.03,1.02,1.00,1.04,1.04
readwhilewriting.t8,1.02,0.98,0.97,0.99,1.00,0.99,0.98,1.00,0.99
overwrite.t8.s0,0.99,0.97,0.95,0.88,0.98,1.00,0.89,0.78,0.78
