fillseq.wal_disabled.v400,0.99,1.01,0.87,0.91,0.91,0.87,0.88,0.84,0.86,0.83,0.82,0.84,0.83,0.85,0.84,0.84,0.84,0.82,0.81
readrandom.t8,0.95,0.94,0.94,0.95,0.88,0.95,0.92,0.88,0.84,0.85,0.83,0.85,0.89,0.88,0.96,0.95,0.95,0.88,0.88
fwdrange.t8,1.01,0.96,1.05,1.04,1.16,0.99,0.97,0.96,0.94,0.89,0.93,0.98,0.96,0.95,0.98,0.97,0.95,0.90,0.92
multireadrandom.t8,0.95,0.94,0.94,0.93,0.88,0.94,0.91,0.86,0.84,0.83,0.84,0.85,0.88,0.88,0.91,0.90,0.90,0.83,0.84
revrangewhilewriting.t8,0.97,0.98,0.97,0.97,0.93,0.98,0.95,0.93,0.89,0.92,0.89,0.91,0.85,0.85,0.89,0.89,0.89,0.82,0.82
fwdrangewhilewriting.t8,0.97,0.96,0.95,0.96,0.91,0.97,0.95,0.90,0.86,0.88,0.86,0.82,0.84,0.83,0.89,0.89,0.88,0.81,0.82
readwhilewriting.t8,0.94,1.02,1.03,1.05,0.96,1.03,1.02,0.97,0.93,0.94,0.93,0.96,0.97,0.97,1.05,1.05,1.05,0.97,0.97
overwriteandwait.t8.s0,0.71,1.05,1.10,1.05,0.78,0.76,1.18,1.15,1.14,1.15,1.15,1.16,1.15,1.15,1.17,1.20,1.17,1.17,1.18
