hot-points_range=100,1.00,0.98,0.99,1.00,1.94,1.90,1.93,1.92
point-query_range=100,1.00,1.01,1.02,1.03,1.03,1.02,1.02,1.02
points-covered-pk_range=100,1.02,1.01,1.00,1.04,0.99,1.00,1.00,0.99
points-covered-si_range=100,1.01,1.04,1.03,1.07,1.03,1.03,1.05,1.04
points-notcovered-pk_range=100,1.01,1.02,1.03,1.04,1.01,1.00,0.99,1.01
points-notcovered-si_range=100,1.02,1.05,1.05,1.05,1.03,1.03,1.03,1.04
random-points_range=1000,1.01,1.02,1.03,1.03,0.99,0.99,1.00,1.00
random-points_range=100,1.02,1.02,1.03,1.04,1.01,1.01,1.00,1.01
random-points_range=10,1.02,1.02,1.02,1.03,1.02,1.01,1.01,1.02
range-covered-pk_range=100,1.01,1.02,1.02,1.02,1.01,1.00,1.00,0.99
range-covered-si_range=100,1.01,1.03,1.02,1.02,1.01,1.00,1.01,1.00
range-notcovered-pk_range=100,1.00,0.99,1.00,1.00,0.99,0.97,0.98,0.98
range-notcovered-si_range=100,1.00,1.00,1.00,0.98,1.01,1.00,1.01,1.01
read-only-count_range=1000,1.03,1.02,1.02,1.03,0.97,0.97,0.97,0.98
read-only-distinct_range=1000,1.00,0.99,1.02,1.02,0.98,0.99,0.99,0.99
read-only-order_range=1000,1.00,0.99,1.02,1.04,1.02,1.01,1.01,1.02
read-only_range=10000,1.01,1.03,1.03,1.06,0.97,0.99,0.99,0.99
read-only_range=100,0.99,1.00,1.00,1.01,1.00,0.99,0.99,0.99
read-only_range=10,0.99,1.00,1.00,1.00,1.01,0.99,1.00,0.99
read-only-simple_range=1000,1.00,0.99,1.01,1.00,0.99,0.98,0.98,0.99
read-only-sum_range=1000,1.00,1.00,1.01,1.01,0.99,0.98,0.98,0.98
scan_range=100,1.00,1.27,1.15,1.15,0.97,1.20,1.20,1.18
scan.warm_range=100,1.00,1.28,1.15,1.15,1.12,1.20,1.20,1.18
delete_range=100,1.00,1.06,1.07,1.07,1.26,1.23,1.23,1.24
insert_range=100,1.03,1.07,1.05,1.05,1.09,1.07,1.08,1.09
read-write_range=100,1.01,1.07,1.08,1.07,1.11,1.10,1.10,1.09
read-write_range=10,0.99,1.04,1.06,1.07,1.13,1.11,1.11,1.12
update-index_range=100,0.99,1.02,1.04,0.87,1.44,1.40,1.41,1.40
update-inlist_range=100,1.00,1.11,1.12,1.09,1.17,1.14,1.16,1.22
update-nonindex_range=100,1.01,1.04,1.06,1.03,1.36,1.33,1.35,1.34
update-one_range=100,1.01,0.95,0.98,0.94,1.22,1.21,1.21,1.20
update-zipf_range=100,0.99,1.05,1.07,1.07,1.24,1.21,1.22,1.21
write-only_range=10000,1.02,1.06,1.06,1.02,1.27,1.25,1.23,1.21
