hot-points_range=100,0.98,1.00,0.99
point-query_range=100,1.00,1.00,0.99
points-covered-pk_range=100,1.01,1.01,1.01
points-covered-si_range=100,1.00,1.01,1.00
points-notcovered-pk_range=100,1.00,0.98,1.00
points-notcovered-si_range=100,1.00,1.00,1.01
random-points_range=1000,1.00,1.01,1.01
random-points_range=100,1.00,0.99,1.01
random-points_range=10,0.99,0.99,1.00
range-covered-pk_range=100,0.99,0.99,0.98
range-covered-si_range=100,0.99,0.99,0.99
range-notcovered-pk_range=100,0.98,0.99,0.98
range-notcovered-si_range=100,0.99,1.00,1.00
read-only-count_range=1000,0.99,1.00,1.00
read-only-distinct_range=1000,1.01,1.01,1.00
read-only-order_range=1000,0.99,0.99,1.00
read-only_range=10000,1.02,1.03,1.03
read-only_range=100,0.99,0.99,0.99
read-only_range=10,0.99,0.99,0.98
read-only-simple_range=1000,0.99,1.00,1.01
read-only-sum_range=1000,1.00,1.00,1.00
scan_range=100,1.24,1.24,1.22
scan.warm_range=100,1.07,1.07,1.05
delete_range=100,0.97,0.97,0.98
insert_range=100,0.99,0.99,1.00
read-write_range=100,0.99,0.99,0.98
read-write_range=10,0.98,0.98,0.98
update-index_range=100,0.97,0.98,0.97
update-inlist_range=100,0.98,0.99,1.04
update-nonindex_range=100,0.98,0.99,0.98
update-one_range=100,0.99,0.99,0.98
update-zipf_range=100,0.98,0.99,0.98
write-only_range=10000,0.99,0.97,0.95
