col-1 : x.pg172_o2nofp.x10a_c32r128.pk1
col-2 : x.pg_oriole_patches17_5_o2nofp.x10a_oriole_c32r128.pk1

col-1	col-2
97899	23043	hot-points_range=100
323999	302897	point-query.pre_range=100
324579	301896	point-query_range=100
26362	21260	points-covered-pk.pre_range=100
25568	21150	points-covered-pk_range=100
25780	19090	points-covered-si.pre_range=100
25640	19287	points-covered-si_range=100
20667	18615	points-notcovered-pk.pre_range=100
20171	18684	points-notcovered-pk_range=100
20441	12818	points-notcovered-si.pre_range=100
20106	12613	points-notcovered-si_range=100
2343	1998	random-points.pre_range=1000
20903	19000	random-points.pre_range=100
137725	125760	random-points.pre_range=10
2279	1982	random-points_range=1000
20452	18779	random-points_range=100
135736	125799	random-points_range=10
152155	86495	range-covered-pk.pre_range=100
133720	86457	range-covered-pk_range=100
128111	453	range-covered-si.pre_range=100
126580	449	range-covered-si_range=100
105726	53225	range-notcovered-pk.pre_range=100
71099	52868	range-notcovered-pk_range=100
47615	453	range-notcovered-si.pre_range=100
45769	449	range-notcovered-si_range=100
4168	2898	read-only.pre_range=10000
191675	139659	read-only.pre_range=100
267884	228839	read-only.pre_range=10
2873	2885	read-only_range=10000
158151	139090	read-only_range=100
261404	229422	read-only_range=10
0.447	0.441	scan_range=100
315502	270360	delete_range=100
181357	160439	insert_range=100
163978	53574	read-write_range=100
245063	160101	read-write_range=10
194802	191784	update-index_range=100
66208	70751	update-inlist_range=100
228086	205064	update-nonindex_range=100
103660	185625	update-one_range=100
230836	219202	update-zipf_range=100
274194	257710	write-only_range=10000
