Relative to: x.pg172_o2nofp.x10a_c32r128.pk1
col-1 : x.pg_oriole_patches17_5_o2nofp.x10a_oriole_c32r128.pk1

col-1
0.24	hot-points_range=100
0.93	point-query.pre_range=100
0.93	point-query_range=100
0.81	points-covered-pk.pre_range=100
0.83	points-covered-pk_range=100
0.74	points-covered-si.pre_range=100
0.75	points-covered-si_range=100
0.90	points-notcovered-pk.pre_range=100
0.93	points-notcovered-pk_range=100
0.63	points-notcovered-si.pre_range=100
0.63	points-notcovered-si_range=100
0.85	random-points.pre_range=1000
0.91	random-points.pre_range=100
0.91	random-points.pre_range=10
0.87	random-points_range=1000
0.92	random-points_range=100
0.93	random-points_range=10
0.57	range-covered-pk.pre_range=100
0.65	range-covered-pk_range=100
0.00	range-covered-si.pre_range=100
0.00	range-covered-si_range=100
0.50	range-notcovered-pk.pre_range=100
0.74	range-notcovered-pk_range=100
0.01	range-notcovered-si.pre_range=100
0.01	range-notcovered-si_range=100
0.70	read-only.pre_range=10000
0.73	read-only.pre_range=100
0.85	read-only.pre_range=10
1.00	read-only_range=10000
0.88	read-only_range=100
0.88	read-only_range=10
0.99	scan_range=100
0.86	delete_range=100
0.88	insert_range=100
0.33	read-write_range=100
0.65	read-write_range=10
0.98	update-index_range=100
1.07	update-inlist_range=100
0.90	update-nonindex_range=100
1.79	update-one_range=100
0.95	update-zipf_range=100
0.94	write-only_range=10000
