hot-points_range=100,215291,128497
point-query.pre_range=100,703486,606070
point-query_range=100,672874,601119
points-covered-pk.pre_range=100,85687,111665
points-covered-pk_range=100,81900,111823
points-covered-si.pre_range=100,82301,6
points-covered-si_range=100,81970,6
points-notcovered-pk.pre_range=100,69084,94718
points-notcovered-pk_range=100,67333,94676
points-notcovered-si.pre_range=100,64956,7
points-notcovered-si_range=100,63786,6
random-points.pre_range=1000,8076,10481
random-points.pre_range=100,70029,96216
random-points.pre_range=10,355539,378683
random-points_range=1000,7849,10454
random-points_range=100,68221,96272
random-points_range=10,349383,378154
range-covered-pk.pre_range=100,484869,336970
range-covered-pk_range=100,403258,337445
range-covered-si.pre_range=100,401394,1826
range-covered-si_range=100,392527,1810
range-notcovered-pk.pre_range=100,346596,212726
range-notcovered-pk_range=100,215898,210855
range-notcovered-si.pre_range=100,169466,1820
range-notcovered-si_range=100,164253,1804
read-only.pre_range=10000,15258,12019
read-only.pre_range=100,551963,441635
read-only.pre_range=10,686254,585496
read-only_range=10000,9047,12058
read-only_range=100,446706,434503
read-only_range=10,683734,603858
scan_range=100,0.451,0.441
delete_range=100,569168,529728
insert_range=100,399702,390211
read-write_range=100,420822,257845
read-write_range=10,548767,509962
update-index_range=100,299868,274389
update-inlist_range=100,115349,122349
update-nonindex_range=100,336416,332345
update-one_range=100,89980,212911
update-zipf_range=100,344179,334961
write-only_range=10000,477904,468163
