Relative to: x.pg172_o2nofp.x10a_c32r128.pk1
col-1 : x.pg_oriole_patches17_5_o2nofp.x10a_oriole_c32r128.pk1

col-1
0.29	hot-points_range=100
0.97	point-query.pre_range=100
0.95	point-query_range=100
0.86	points-covered-pk.pre_range=100
0.91	points-covered-pk_range=100
0.81	points-covered-si.pre_range=100
0.82	points-covered-si_range=100
0.97	points-notcovered-pk.pre_range=100
1.00	points-notcovered-pk_range=100
0.66	points-notcovered-si.pre_range=100
0.67	points-notcovered-si_range=100
0.94	random-points.pre_range=1000
0.98	random-points.pre_range=100
0.94	random-points.pre_range=10
0.96	random-points_range=1000
1.00	random-points_range=100
0.98	random-points_range=10
0.61	range-covered-pk.pre_range=100
0.75	range-covered-pk_range=100
0.00	range-covered-si.pre_range=100
0.00	range-covered-si_range=100
0.56	range-notcovered-pk.pre_range=100
0.94	range-notcovered-pk_range=100
0.01	range-notcovered-si.pre_range=100
0.01	range-notcovered-si_range=100
0.72	read-only.pre_range=10000
0.77	read-only.pre_range=100
0.87	read-only.pre_range=10
1.34	read-only_range=10000
1.00	read-only_range=100
0.91	read-only_range=10
0.99	scan_range=100
1.04	delete_range=100
1.01	insert_range=100
0.08	read-write_range=100
0.60	read-write_range=10
0.82	update-index_range=100
1.11	update-inlist_range=100
1.00	update-nonindex_range=100
2.47	update-one_range=100
1.08	update-zipf_range=100
1.07	write-only_range=10000
