hot-points_range=100,0.29
point-query.pre_range=100,0.97
point-query_range=100,0.95
points-covered-pk.pre_range=100,0.86
points-covered-pk_range=100,0.91
points-covered-si.pre_range=100,0.81
points-covered-si_range=100,0.82
points-notcovered-pk.pre_range=100,0.97
points-notcovered-pk_range=100,1.00
points-notcovered-si.pre_range=100,0.66
points-notcovered-si_range=100,0.67
random-points.pre_range=1000,0.94
random-points.pre_range=100,0.98
random-points.pre_range=10,0.94
random-points_range=1000,0.96
random-points_range=100,1.00
random-points_range=10,0.98
range-covered-pk.pre_range=100,0.61
range-covered-pk_range=100,0.75
range-covered-si.pre_range=100,0.00
range-covered-si_range=100,0.00
range-notcovered-pk.pre_range=100,0.56
range-notcovered-pk_range=100,0.94
range-notcovered-si.pre_range=100,0.01
range-notcovered-si_range=100,0.01
read-only.pre_range=10000,0.72
read-only.pre_range=100,0.77
read-only.pre_range=10,0.87
read-only_range=10000,1.34
read-only_range=100,1.00
read-only_range=10,0.91
scan_range=100,0.99
delete_range=100,1.04
insert_range=100,1.01
read-write_range=100,0.08
read-write_range=10,0.60
update-index_range=100,0.82
update-inlist_range=100,1.11
update-nonindex_range=100,1.00
update-one_range=100,2.47
update-zipf_range=100,1.08
write-only_range=10000,1.07
