hot-points_range=100,97899,23043
point-query.pre_range=100,323999,302897
point-query_range=100,324579,301896
points-covered-pk.pre_range=100,26362,21260
points-covered-pk_range=100,25568,21150
points-covered-si.pre_range=100,25780,19090
points-covered-si_range=100,25640,19287
points-notcovered-pk.pre_range=100,20667,18615
points-notcovered-pk_range=100,20171,18684
points-notcovered-si.pre_range=100,20441,12818
points-notcovered-si_range=100,20106,12613
random-points.pre_range=1000,2343,1998
random-points.pre_range=100,20903,19000
random-points.pre_range=10,137725,125760
random-points_range=1000,2279,1982
random-points_range=100,20452,18779
random-points_range=10,135736,125799
range-covered-pk.pre_range=100,152155,86495
range-covered-pk_range=100,133720,86457
range-covered-si.pre_range=100,128111,453
range-covered-si_range=100,126580,449
range-notcovered-pk.pre_range=100,105726,53225
range-notcovered-pk_range=100,71099,52868
range-notcovered-si.pre_range=100,47615,453
range-notcovered-si_range=100,45769,449
read-only.pre_range=10000,4168,2898
read-only.pre_range=100,191675,139659
read-only.pre_range=10,267884,228839
read-only_range=10000,2873,2885
read-only_range=100,158151,139090
read-only_range=10,261404,229422
scan_range=100,0.447,0.441
delete_range=100,315502,270360
insert_range=100,181357,160439
read-write_range=100,163978,53574
read-write_range=10,245063,160101
update-index_range=100,194802,191784
update-inlist_range=100,66208,70751
update-nonindex_range=100,228086,205064
update-one_range=100,103660,185625
update-zipf_range=100,230836,219202
write-only_range=10000,274194,257710
