hot-points_range=100,66240,34007
point-query.pre_range=100,205090,177742
point-query_range=100,202840,177910
points-covered-pk.pre_range=100,23613,30067
points-covered-pk_range=100,23040,30070
points-covered-si.pre_range=100,22986,2
points-covered-si_range=100,22902,2
points-notcovered-pk.pre_range=100,18817,25301
points-notcovered-pk_range=100,18492,25278
points-notcovered-si.pre_range=100,18054,2
points-notcovered-si_range=100,17782,2
random-points.pre_range=1000,2244,2795
random-points.pre_range=100,19125,25736
random-points.pre_range=10,101087,108755
random-points_range=1000,2184,2802
random-points_range=100,18674,25746
random-points_range=10,99641,108864
range-covered-pk.pre_range=100,138299,91455
range-covered-pk_range=100,124340,91399
range-covered-si.pre_range=100,117988,462
range-covered-si_range=100,117440,458
range-notcovered-pk.pre_range=100,98758,56962
range-notcovered-pk_range=100,71901,56451
range-notcovered-si.pre_range=100,46327,462
range-notcovered-si_range=100,44858,457
read-only.pre_range=10000,4151,3244
read-only.pre_range=100,155265,122653
read-only.pre_range=10,200397,175539
read-only_range=10000,2999,3230
read-only_range=100,135410,121951
read-only_range=10,197310,175290
scan_range=100,0.451,0.438
delete_range=100,186458,153041
insert_range=100,178309,155670
read-write_range=100,133364,91404
read-write_range=10,177767,156619
update-index_range=100,121488,105982
update-inlist_range=100,53263,61012
update-nonindex_range=100,131325,119156
update-one_range=100,83990,112850
update-zipf_range=100,132713,120793
write-only_range=10000,186787,175243
