hot-points_range=100,11637,2294
point-query.pre_range=100,33534,31327
point-query_range=100,33375,31242
points-covered-pk.pre_range=100,2807,2061
points-covered-pk_range=100,2760,2134
points-covered-si.pre_range=100,2807,1948
points-covered-si_range=100,2821,1949
points-notcovered-pk.pre_range=100,2170,1865
points-notcovered-pk_range=100,2133,1830
points-notcovered-si.pre_range=100,2171,1306
points-notcovered-si_range=100,2130,1270
random-points.pre_range=1000,244,203
random-points.pre_range=100,2197,1890
random-points.pre_range=10,14346,12640
random-points_range=1000,242,200
random-points_range=100,2157,1862
random-points_range=10,14241,12532
range-covered-pk.pre_range=100,15395,8724
range-covered-pk_range=100,14882,8724
range-covered-si.pre_range=100,13597,46
range-covered-si_range=100,13465,46
range-notcovered-pk.pre_range=100,10652,5432
range-notcovered-pk_range=100,8954,5199
range-notcovered-si.pre_range=100,4887,46
range-notcovered-si_range=100,4744,46
read-only.pre_range=10000,420,299
read-only.pre_range=100,19408,14259
read-only.pre_range=10,27141,23454
read-only_range=10000,358,288
read-only_range=100,17839,13839
read-only_range=10,26763,23348
scan_range=100,0.452,0.438
delete_range=100,30268,25758
insert_range=100,20196,18761
read-write_range=100,18117,15046
read-write_range=10,25236,21980
update-index_range=100,21490,21498
update-inlist_range=100,7869,8138
update-nonindex_range=100,25121,23275
update-one_range=100,29508,24982
update-zipf_range=100,24930,22159
write-only_range=10000,29085,28274
