hot-points_range=100,0.60
point-query.pre_range=100,0.86
point-query_range=100,0.89
points-covered-pk.pre_range=100,1.30
points-covered-pk_range=100,1.37
points-covered-si.pre_range=100,0.00
points-covered-si_range=100,0.00
points-notcovered-pk.pre_range=100,1.37
points-notcovered-pk_range=100,1.41
points-notcovered-si.pre_range=100,0.00
points-notcovered-si_range=100,0.00
random-points.pre_range=1000,1.30
random-points.pre_range=100,1.37
random-points.pre_range=10,1.07
random-points_range=1000,1.33
random-points_range=100,1.41
random-points_range=10,1.08
range-covered-pk.pre_range=100,0.69
range-covered-pk_range=100,0.84
range-covered-si.pre_range=100,0.00
range-covered-si_range=100,0.00
range-notcovered-pk.pre_range=100,0.61
range-notcovered-pk_range=100,0.98
range-notcovered-si.pre_range=100,0.01
range-notcovered-si_range=100,0.01
read-only.pre_range=10000,0.79
read-only.pre_range=100,0.80
read-only.pre_range=10,0.85
read-only_range=10000,1.33
read-only_range=100,0.97
read-only_range=10,0.88
scan_range=100,0.98
delete_range=100,0.93
insert_range=100,0.98
read-write_range=100,0.61
read-write_range=10,0.93
update-index_range=100,0.92
update-inlist_range=100,1.06
update-nonindex_range=100,0.99
update-one_range=100,2.37
update-zipf_range=100,0.97
write-only_range=10000,0.98
