hot-points_range=100,0.24
point-query.pre_range=100,0.93
point-query_range=100,0.93
points-covered-pk.pre_range=100,0.81
points-covered-pk_range=100,0.83
points-covered-si.pre_range=100,0.74
points-covered-si_range=100,0.75
points-notcovered-pk.pre_range=100,0.90
points-notcovered-pk_range=100,0.93
points-notcovered-si.pre_range=100,0.63
points-notcovered-si_range=100,0.63
random-points.pre_range=1000,0.85
random-points.pre_range=100,0.91
random-points.pre_range=10,0.91
random-points_range=1000,0.87
random-points_range=100,0.92
random-points_range=10,0.93
range-covered-pk.pre_range=100,0.57
range-covered-pk_range=100,0.65
range-covered-si.pre_range=100,0.00
range-covered-si_range=100,0.00
range-notcovered-pk.pre_range=100,0.50
range-notcovered-pk_range=100,0.74
range-notcovered-si.pre_range=100,0.01
range-notcovered-si_range=100,0.01
read-only.pre_range=10000,0.70
read-only.pre_range=100,0.73
read-only.pre_range=10,0.85
read-only_range=10000,1.00
read-only_range=100,0.88
read-only_range=10,0.88
scan_range=100,0.99
delete_range=100,0.86
insert_range=100,0.88
read-write_range=100,0.33
read-write_range=10,0.65
update-index_range=100,0.98
update-inlist_range=100,1.07
update-nonindex_range=100,0.90
update-one_range=100,1.79
update-zipf_range=100,0.95
write-only_range=10000,0.94
