test,6.29.5,6.29.5,7.0.4,7.10.2,8.0.0,8.4.4,8.8.1,8.11.4,9.0.1,9.4.1,9.8.4,9.11.2,10.0.1,10.1.3,10.2.3,10.3.4,10.4.2,10.5.5,10.6.2,10.7.6,10.8.3,
fillseq.wal_disabled.v400,1.00,1.04,1.03,1.03,1.03,1.03,1.02,1.02,1.02,1.00,1.01,1.01,1.00,1.00,1.01,1.00,1.00,1.00,0.62,1.08,1.07
revrangewhilewriting.t1,1.00,1.02,1.03,1.02,1.02,1.02,1.02,1.01,1.03,1.02,1.02,1.02,1.01,1.02,1.01,1.02,1.01,1.01,1.00,1.02,1.02
fwdrangewhilewriting.t1,1.00,1.01,1.01,1.02,1.02,1.03,1.03,1.02,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.02,1.02,1.02,1.02,1.03,1.02
readwhilewriting.t1,1.00,1.03,1.02,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.03,1.03,1.04,1.03
overwriteandwait.t1.s0,1.00,1.03,1.05,0.96,0.94,0.96,0.95,0.95,0.96,0.95,0.96,0.95,0.95,0.96,0.95,0.95,0.96,0.95,0.91,0.96,0.96
