hot-points_range=100,21909,53028,39103,36146,38413,38702
point-query_range=100,526508,548057,482748,445968,440790,445065
points-covered-pk_range=100,20850,40437,31620,30230,32194,32583
points-covered-si_range=100,47205,40594,33615,31745,34438,34876
points-notcovered-pk_range=100,20615,39217,30649,29355,31147,31598
points-notcovered-si_range=100,26106,21989,19065,17245,18616,18899
random-points_range=1000,2030,4136,1821,3168,3347,3401
random-points_range=100,20801,39366,30757,29472,31311,31751
random-points_range=10,191943,238729,202067,183111,186778,189154
range-covered-pk_range=100,294492,262311,225935,207038,204177,213955
range-covered-si_range=100,309914,279153,247197,228131,223939,234791
range-notcovered-pk_range=100,270140,239771,202201,186230,184603,187784
range-notcovered-si_range=100,50156,41016,36912,31320,33850,34265
read-only_range=10000,7738,9023,8724,8299,8328,8561
read-only_range=100,298597,372917,327294,304772,302417,307102
read-only_range=10,406094,478929,413732,387579,382485,391368
scan_range=100,119700,105400,109600,86700,84400,88000
delete_range=100,78984,128879,153871,140420,141492,140405
insert_range=100,64158,101697,101266,93802,93808,93647
read-write_range=100,265778,325439,276977,258343,257880,260009
read-write_range=10,306934,382280,319171,299197,296503,300510
update-index_range=100,11925,64958,73030,36481,34889,72336
update-inlist_range=100,25709,38048,39649,41431,40117,38883
update-nonindex_range=100,59359,89021,84653,81236,78523,76341
update-one_range=100,61098,65499,68381,64480,64716,64219
update-zipf_range=100,68963,89156,85205,81635,78939,76781
write-only_range=10000,170772,237230,232645,214338,214457,217806
