hot-points_range=100,1.72,1.25,1.20,1.27,1.32
point-query_range=100,0.95,0.85,0.81,0.81,0.82
points-covered-pk_range=100,1.26,0.98,0.95,1.02,1.03
points-covered-si_range=100,0.88,0.72,0.70,0.75,0.77
points-notcovered-pk_range=100,1.23,0.96,0.93,0.99,1.01
points-notcovered-si_range=100,0.86,0.73,0.67,0.72,0.74
random-points_range=1000,1.37,0.56,1.05,1.12,1.14
random-points_range=100,1.24,0.97,0.93,1.00,1.02
random-points_range=10,0.97,0.84,0.76,0.78,0.80
range-covered-pk_range=100,0.87,0.76,0.71,0.71,0.73
range-covered-si_range=100,0.88,0.79,0.74,0.73,0.76
range-notcovered-pk_range=100,0.86,0.74,0.69,0.69,0.70
range-notcovered-si_range=100,0.81,0.74,0.62,0.68,0.69
read-only_range=10000,1.30,1.09,1.04,1.05,1.07
read-only_range=100,1.15,1.02,0.96,0.97,0.98
read-only_range=10,1.06,0.94,0.89,0.88,0.91
scan_range=100,0.90,0.90,0.74,0.71,0.74
delete_range=100,1.02,0.99,0.90,0.92,0.94
insert_range=100,1.15,0.98,0.91,0.93,0.94
read-write_range=100,1.12,0.99,0.92,0.93,0.94
read-write_range=10,1.11,0.97,0.90,0.91,0.92
update-index_range=100,2.73,3.30,2.43,2.48,2.87
update-inlist_range=100,1.32,1.26,1.17,1.23,1.23
update-nonindex_range=100,0.91,0.80,0.75,0.76,0.77
update-one_range=100,0.95,0.94,0.87,0.87,0.89
update-zipf_range=100,0.96,0.85,0.80,0.81,0.82
write-only_range=10000,1.26,1.15,1.06,1.05,1.06
