267200,3982.5,0.0,1,fsync=0_16K
267200,3989.2,0.0,1,fsync=0_16K
185600,2770.4,21.8,16,fsync=1_16K
170500,2536.8,22.9,16,fsync=1_16K
103438,1541.1,0.0,1,fdatasync=0_16K
217600,3234.9,0.0,1,fdatasync=0_16K
262500,3915.8,15.4,16,fdatasync=1_16K
259400,3869.1,15.4,16,fdatasync=1_16K
2322,4454.6,0.0,1,fsync=0_2M
2369,4541.4,0.0,1,fsync=0_2M
1970,3771.8,625.7,16,fsync=1_2M
2003,3834.7,663.5,16,fsync=1_2M
2367,4521.4,0.0,1,fdatasync=0_2M
2384,4559.5,0.0,1,fdatasync=0_2M
2384,4563.3,12.2,16,fdatasync=1_2M
2384,4572.9,194.7,16,fdatasync=1_2M
