37700,561.7,0.0,1,fsync=0_16K
37500,558.9,0.0,1,fsync=0_16K
25200,374.8,12.4,1,fsync=1_16K
25100,374.8,12.4,1,fsync=1_16K
37600,560.8,0.0,1,fdatasync=0_16K
37500,558.9,0.0,1,fdatasync=0_16K
27600,411.0,0.0,1,fdatasync=1_16K
27200,404.4,9.8,1,fdatasync=1_16K
1833,3497.1,0.0,1,fsync=0_2M
1922,3667.8,0.0,1,fsync=0_2M
1393,2656.9,58.2,1,fsync=1_2M
1355,2585.4,59.6,1,fsync=1_2M
1773,3383.6,0.0,1,fdatasync=0_2M
1926,3674.5,0.0,1,fdatasync=0_2M
1892,3610.6,10.8,1,fdatasync=1_2M
1922,3665.9,10.8,1,fdatasync=1_2M
