220500,3286.4,0.0,1,fsync=0_16K
220400,3285.4,0.0,1,fsync=0_16K
145100,2162.0,16.2,8,fsync=1_16K
146700,2186.8,16.4,8,fsync=1_16K
216800,3231.0,0.0,1,fdatasync=0_16K
219400,3271.1,0.0,1,fdatasync=0_16K
168500,2509.1,13.2,8,fdatasync=1_16K
168000,2504.3,13.1,8,fdatasync=1_16K
2344,4480.4,0.0,1,fsync=0_2M
2363,4516.6,0.0,1,fsync=0_2M
1888,3616.3,249.4,8,fsync=1_2M
1944,3715.5,247.0,8,fsync=1_2M
2336,4455.6,0.0,1,fdatasync=0_2M
2376,4539.5,0.0,1,fdatasync=0_2M
2337,4469.9,11.9,8,fdatasync=1_2M
2240,4277.2,95.8,8,fdatasync=1_2M
