273061,4058.8,0.0,1,fsync=0_16K
271596,4058.8,0.0,1,fsync=0_16K
250449,3723.1,32.5,32,fsync=1_16K
255394,3813.7,32.1,32,fsync=1_16K
269273,4010.2,0.0,1,fdatasync=0_16K
269040,3997.8,0.0,1,fdatasync=0_16K
268648,3997.8,16.3,32,fdatasync=1_16K
268338,3997.8,16.3,32,fdatasync=1_16K
2368,4565.2,0.0,1,fsync=0_2M
2387,4585.3,0.0,1,fsync=0_2M
2145,4133.2,1665.7,32,fsync=1_2M
2132,4095.1,1779.5,32,fsync=1_2M
2346,4505.2,0.0,1,fdatasync=0_2M
2368,4549.0,0.0,1,fdatasync=0_2M
2378,4557.6,12.7,32,fdatasync=1_2M
2366,4543.3,405.6,32,fdatasync=1_2M
