cost	wa-I	wa-C	sa	ca	Nruns	Nlvls	ph	pm	rs	rn	isdom	F	L	C
90.1	40.0	59.0	1.1	0.005	8	6	110.9	109.0	205.0	3.5	False	TL	T1L6	t:1:2-l:10.556:1-l:10.556:1-l:10.556:1-l:10.556:1-l:10.556:1
90.3	39.0	58.0	1.1	0.005	7	5	111.9	110.0	190.0	3.5	False	LN	LNC1L5	l:10.556:2-l:10.556:1-l:10.556:1-l:10.556:1-l:10.556:1
90.6	37.8	56.8	1.12	0.005	7	5	113.2	111.0	191.0	3.5	False	LN	LNA1L5	l:9.190:2-l:18.380:1-l:9.190:1-l:9.190:1-l:9.190:1
91.8	38.6	58.6	1.1	0.005	9	6	113.9	112.0	224.0	4.1	False	TL	T1RL6	t:1:3-l:10.556:1-l:10.556:1-l:10.556:1-l:10.556:1-l:10.556:1
92.0	35.2	53.2	1.16	0.006	7	6	117.9	115.0	195.0	2.5	False	L	L6	l:7.127:1-l:7.127:1-l:7.127:1-l:7.127:1-l:7.127:1-l:7.127:1
---
88.5	55.3	74.3	1.06	0.004	7	5	98.0	97.0	177.0	3.5	False	TL	T1L5	t:1:2-l:19.027:1-l:19.027:1-l:19.027:1-l:19.027:1
