cost	wa-I	wa-C	sa	ca	Nruns	Nlvls	ph	pm	rs	rn	isdom	F	L	C
632.0	10.0	38.0	1.42	0.009	36	6	329.5	329.0	873.0	15.5	False	TLN	T2LN5L6X0	t:1:11-t:11:11-l:10.448:4-l:10.448:4-l:10.448:4-l:10.448:1
709.9	9.3	30.3	1.75	0.013	37	8	410.0	415.0	975.0	18.8	False	TL	T7L8	t:1:5-t:5:5-t:5:5-t:5:5-t:5:5-t:5:5-t:5:5-l:8.389:1
740.0	9.1	29.1	1.53	0.01	40	7	424.7	424.0	1032.0	18.2	False	TL	T6L7	t:1:7-t:7:7-t:7:7-t:7:7-t:7:7-t:7:3-l:7.799:1
744.9	9.2	32.2	1.36	0.008	43	6	398.4	396.0	1052.0	16.8	False	TLN	T4LN5L6X0	t:1:11-t:11:11-t:11:11-t:11:5-l:9.924:3-l:9.924:1
766.8	8.6	31.6	1.47	0.01	44	6	413.0	413.0	1085.0	17.2	False	TLN	T4LN5L6X0	t:1:11-t:11:11-t:11:11-t:11:5-l:9.924:4-l:9.924:1
---
156.9	55.3	74.3	1.06	0.004	7	5	98.0	97.0	177.0	3.5	False	TL	T1L5	t:1:2-l:19.027:1-l:19.027:1-l:19.027:1-l:19.027:1
