cost	wa-I	wa-C	sa	ca	Nruns	Nlvls	ph	pm	rs	rn	isdom	F	L	C
27.9	6.9	27.9	2.02	0.017	54	6	530.2	565.0	1397.0	19.4	False	TL	T5L6	t:1:11-t:11:11-t:11:11-t:11:11-t:11:8-l:8.952:1
28.1	6.1	28.1	1.79	0.014	73	5	654.3	716.0	1852.0	19.0	False	TL	T4L5	t:1:19-t:19:19-t:19:19-t:19:14-l:19.109:1
28.4	7.4	28.4	1.68	0.012	51	6	504.5	514.0	1298.0	18.7	False	TL	T5L6	t:1:11-t:11:11-t:11:11-t:11:11-t:11:5-l:8.952:1
28.6	5.6	28.6	1.52	0.01	129	4	961.3	1042.0	3074.0	18.4	False	TL	T3L4	t:1:51-t:51:51-t:51:25-l:50.393:1
28.6	9.6	28.6	1.35	0.008	48	6	461.7	463.0	1199.0	17.4	False	TL	T5L6	t:1:11-t:11:11-t:11:11-t:11:11-t:11:2-l:8.952:1
---
40.5	11.5	40.5	1.42	0.009	26	6	271.6	271.0	655.0	13.5	False	TLN	T1LN5L6X0	t:1:8-l:10.556:4-l:10.556:4-l:10.556:4-l:10.556:4-l:10.556:1
