wa-I	wa-C	sa	ca	Nruns	Nlvls	ph	pm	rs	rn	isdom	F	L	C
25.5	47.5	1.05	0.004	28	5	235.9	235.0	651.0	12.4	True	TLN	T3RLN4L5X0	t:1:9-t:9:9-t:9:6-l:40.227:2-l:40.227:1
28.1	49.1	1.05	0.004	26	5	215.9	215.0	599.0	11.8	True	TLN	T3RLN4L5X0	t:1:9-t:9:9-t:9:4-l:40.227:2-l:40.227:1
36.2	56.2	1.05	0.004	24	5	195.9	195.0	547.0	10.8	True	TLN	T3RLN4L5X0	t:1:9-t:9:9-t:9:2-l:40.227:2-l:40.227:1
18.3	42.3	1.08	0.004	32	5	280.7	280.0	760.0	13.6	False	TLN	T3RLN4L5X0	t:1:9-t:9:9-t:9:9-l:40.227:3-l:40.227:1
20.1	43.1	1.08	0.004	29	5	250.8	250.0	682.0	13.0	False	TLN	T3RLN4L5X0	t:1:9-t:9:9-t:9:6-l:40.227:3-l:40.227:1
22.8	44.8	1.08	0.004	27	5	230.8	230.0	630.0	12.4	False	TLN	T3RLN4L5X0	t:1:9-t:9:9-t:9:4-l:40.227:3-l:40.227:1
30.8	51.8	1.08	0.004	25	5	210.8	210.0	578.0	11.4	True	TLN	T3RLN4L5X0	t:1:9-t:9:9-t:9:2-l:40.227:3-l:40.227:1
15.6	39.6	1.11	0.005	33	5	295.2	295.0	791.0	14.0	True	TLN	T3RLN4L5X0	t:1:9-t:9:9-t:9:9-l:40.227:4-l:40.227:1
17.4	40.4	1.1	0.005	30	5	265.3	265.0	713.0	13.4	True	TLN	T3RLN4L5X0	t:1:9-t:9:9-t:9:6-l:40.227:4-l:40.227:1
20.1	42.1	1.1	0.005	28	5	245.3	245.0	661.0	12.8	True	TLN	T3RLN4L5X0	t:1:9-t:9:9-t:9:4-l:40.227:4-l:40.227:1
28.1	49.1	1.1	0.005	26	5	225.3	225.0	609.0	11.8	True	TLN	T3RLN4L5X0	t:1:9-t:9:9-t:9:2-l:40.227:4-l:40.227:1
14.0	39.0	1.13	0.005	34	5	309.3	310.0	822.0	14.3	True	TLN	T3RLN4L5X0	t:1:9-t:9:9-t:9:9-l:40.227:5-l:40.227:1
15.8	39.8	1.13	0.005	31	5	279.4	280.0	744.0	13.7	True	TLN	T3RLN4L5X0	t:1:9-t:9:9-t:9:6-l:40.227:5-l:40.227:1
18.5	41.5	1.13	0.005	29	5	259.5	260.0	692.0	13.1	True	TLN	T3RLN4L5X0	t:1:9-t:9:9-t:9:4-l:40.227:5-l:40.227:1
26.5	48.5	1.13	0.005	27	5	239.5	240.0	640.0	12.1	True	TLN	T3RLN4L5X0	t:1:9-t:9:9-t:9:2-l:40.227:5-l:40.227:1
12.9	37.9	1.16	0.005	35	5	323.1	325.0	853.0	14.6	True	TLN	T3RLN4L5X0	t:1:9-t:9:9-t:9:9-l:40.227:6-l:40.227:1
14.7	38.7	1.15	0.005	32	5	293.2	295.0	775.0	14.0	True	TLN	T3RLN4L5X0	t:1:9-t:9:9-t:9:6-l:40.227:6-l:40.227:1
17.4	40.4	1.15	0.005	30	5	273.2	275.0	723.0	13.4	True	TLN	T3RLN4L5X0	t:1:9-t:9:9-t:9:4-l:40.227:6-l:40.227:1
25.5	47.5	1.15	0.005	28	5	253.2	255.0	671.0	12.4	True	TLN	T3RLN4L5X0	t:1:9-t:9:9-t:9:2-l:40.227:6-l:40.227:1
12.2	37.2	1.18	0.006	36	5	336.5	340.0	884.0	14.8	True	TLN	T3RLN4L5X0	t:1:9-t:9:9-t:9:9-l:40.227:7-l:40.227:1
14.0	38.0	1.18	0.006	33	5	306.6	310.0	806.0	14.2	True	TLN	T3RLN4L5X0	t:1:9-t:9:9-t:9:6-l:40.227:7-l:40.227:1
16.6	39.6	1.18	0.006	31	5	286.6	290.0	754.0	13.6	True	TLN	T3RLN4L5X0	t:1:9-t:9:9-t:9:4-l:40.227:7-l:40.227:1
24.7	46.7	1.18	0.006	29	5	266.6	270.0	702.0	12.6	True	TLN	T3RLN4L5X0	t:1:9-t:9:9-t:9:2-l:40.227:7-l:40.227:1
11.6	36.6	1.21	0.006	37	5	349.5	355.0	915.0	15.0	True	TLN	T3RLN4L5X0	t:1:9-t:9:9-t:9:9-l:40.227:8-l:40.227:1
13.4	37.4	1.2	0.006	34	5	319.6	325.0	837.0	14.4	True	TLN	T3RLN4L5X0	t:1:9-t:9:9-t:9:6-l:40.227:8-l:40.227:1
16.1	39.1	1.2	0.006	32	5	299.6	305.0	785.0	13.8	True	TLN	T3RLN4L5X0	t:1:9-t:9:9-t:9:4-l:40.227:8-l:40.227:1
24.1	46.1	1.2	0.006	30	5	279.6	285.0	733.0	12.8	True	TLN	T3RLN4L5X0	t:1:9-t:9:9-t:9:2-l:40.227:8-l:40.227:1
23.7	46.7	1.06	0.004	31	5	265.8	265.0	729.0	13.0	True	TLN	T3RLN4L5X1	t:1:9-t:9:9-t:9:9-l:40.226:2-l:40.226:1
25.5	47.5	1.05	0.004	28	5	235.9	235.0	651.0	12.4	True	TLN	T3RLN4L5X1	t:1:9-t:9:9-t:9:6-l:40.226:2-l:40.226:1
28.1	49.1	1.05	0.004	26	5	215.9	215.0	599.0	11.8	True	TLN	T3RLN4L5X1	t:1:9-t:9:9-t:9:4-l:40.226:2-l:40.226:1
36.2	56.2	1.05	0.004	24	5	195.9	195.0	547.0	10.8	True	TLN	T3RLN4L5X1	t:1:9-t:9:9-t:9:2-l:40.226:2-l:40.226:1
15.6	39.6	1.11	0.005	33	5	295.2	295.0	791.0	14.0	True	TLN	T3RLN4L5X1	t:1:9-t:9:9-t:9:9-l:40.228:4-l:40.228:1
17.4	40.4	1.1	0.005	30	5	265.3	265.0	713.0	13.4	True	TLN	T3RLN4L5X1	t:1:9-t:9:9-t:9:6-l:40.228:4-l:40.228:1
20.1	42.1	1.1	0.005	28	5	245.3	245.0	661.0	12.8	True	TLN	T3RLN4L5X1	t:1:9-t:9:9-t:9:4-l:40.228:4-l:40.228:1
28.1	49.1	1.1	0.005	26	5	225.3	225.0	609.0	11.8	True	TLN	T3RLN4L5X1	t:1:9-t:9:9-t:9:2-l:40.228:4-l:40.228:1
14.0	39.0	1.13	0.005	34	5	309.3	310.0	822.0	14.3	True	TLN	T3RLN4L5X1	t:1:9-t:9:9-t:9:9-l:40.225:5-l:40.225:1
15.8	39.8	1.13	0.005	31	5	279.4	280.0	744.0	13.7	True	TLN	T3RLN4L5X1	t:1:9-t:9:9-t:9:6-l:40.225:5-l:40.225:1
18.5	41.5	1.13	0.005	29	5	259.5	260.0	692.0	13.1	True	TLN	T3RLN4L5X1	t:1:9-t:9:9-t:9:4-l:40.225:5-l:40.225:1
26.5	48.5	1.13	0.005	27	5	239.5	240.0	640.0	12.1	True	TLN	T3RLN4L5X1	t:1:9-t:9:9-t:9:2-l:40.225:5-l:40.225:1
12.9	37.9	1.16	0.005	35	5	323.1	325.0	853.0	14.6	True	TLN	T3RLN4L5X1	t:1:9-t:9:9-t:9:9-l:40.224:6-l:40.224:1
14.7	38.7	1.15	0.005	32	5	293.2	295.0	775.0	14.0	True	TLN	T3RLN4L5X1	t:1:9-t:9:9-t:9:6-l:40.224:6-l:40.224:1
17.4	40.4	1.15	0.005	30	5	273.2	275.0	723.0	13.4	True	TLN	T3RLN4L5X1	t:1:9-t:9:9-t:9:4-l:40.224:6-l:40.224:1
25.5	47.5	1.15	0.005	28	5	253.2	255.0	671.0	12.4	True	TLN	T3RLN4L5X1	t:1:9-t:9:9-t:9:2-l:40.224:6-l:40.224:1
12.2	37.2	1.18	0.006	36	5	336.5	340.0	884.0	14.8	True	TLN	T3RLN4L5X1	t:1:9-t:9:9-t:9:9-l:40.229:7-l:40.229:1
14.0	38.0	1.18	0.006	33	5	306.6	310.0	806.0	14.2	True	TLN	T3RLN4L5X1	t:1:9-t:9:9-t:9:6-l:40.229:7-l:40.229:1
16.6	39.6	1.18	0.006	31	5	286.6	290.0	754.0	13.6	True	TLN	T3RLN4L5X1	t:1:9-t:9:9-t:9:4-l:40.229:7-l:40.229:1
24.7	46.7	1.18	0.006	29	5	266.6	270.0	702.0	12.6	True	TLN	T3RLN4L5X1	t:1:9-t:9:9-t:9:2-l:40.229:7-l:40.229:1
11.6	36.6	1.21	0.006	37	5	349.5	355.0	915.0	15.0	True	TLN	T3RLN4L5X1	t:1:9-t:9:9-t:9:9-l:40.224:8-l:40.224:1
13.4	37.4	1.2	0.006	34	5	319.6	325.0	837.0	14.4	True	TLN	T3RLN4L5X1	t:1:9-t:9:9-t:9:6-l:40.224:8-l:40.224:1
16.1	39.1	1.2	0.006	32	5	299.6	305.0	785.0	13.8	True	TLN	T3RLN4L5X1	t:1:9-t:9:9-t:9:4-l:40.224:8-l:40.224:1
24.1	46.1	1.2	0.006	30	5	279.6	285.0	733.0	12.8	True	TLN	T3RLN4L5X1	t:1:9-t:9:9-t:9:2-l:40.224:8-l:40.224:1
21.0	43.0	1.06	0.004	38	5	350.5	352.0	928.0	15.1	False	TL	T4RL5	t:1:9-t:9:9-t:9:9-t:9:9-l:179.797:1
29.0	50.0	1.04	0.004	35	5	312.6	313.0	841.0	14.6	False	TL	T4RL5	t:1:9-t:9:9-t:9:9-t:9:6-l:179.797:1
41.0	61.0	1.03	0.004	33	5	287.0	287.0	783.0	14.0	True	TL	T4RL5	t:1:9-t:9:9-t:9:9-t:9:4-l:179.797:1
76.9	95.9	1.02	0.004	31	5	261.1	261.0	725.0	13.0	True	TL	T4RL5	t:1:9-t:9:9-t:9:9-t:9:2-l:179.797:1
38.6	58.6	1.1	0.005	9	6	113.9	112.0	224.0	4.1	False	TL	T1RL6	t:1:3-l:10.556:1-l:10.556:1-l:10.556:1-l:10.556:1-l:10.556:1
34.4	55.4	1.1	0.005	10	6	120.9	119.0	247.0	5.1	False	TLN	T1RLN2L6X0	t:1:3-l:10.556:2-l:10.556:1-l:10.556:1-l:10.556:1-l:10.556:1
33.0	55.0	1.1	0.005	11	6	127.9	126.0	270.0	5.7	False	TLN	T1RLN2L6X0	t:1:3-l:10.556:3-l:10.556:1-l:10.556:1-l:10.556:1-l:10.556:1
32.3	54.3	1.1	0.005	12	6	134.9	133.0	293.0	6.1	False	TLN	T1RLN2L6X0	t:1:3-l:10.556:4-l:10.556:1-l:10.556:1-l:10.556:1-l:10.556:1
30.1	52.1	1.11	0.005	11	6	130.9	129.0	273.0	6.1	False	TLN	T1RLN3L6X0	t:1:3-l:10.556:2-l:10.556:2-l:10.556:1-l:10.556:1-l:10.556:1
27.3	51.3	1.11	0.005	13	6	147.9	146.0	322.0	7.3	True	TLN	T1RLN3L6X0	t:1:3-l:10.556:3-l:10.556:3-l:10.556:1-l:10.556:1-l:10.556:1
25.9	49.9	1.11	0.005	15	6	164.9	163.0	371.0	8.1	True	TLN	T1RLN3L6X0	t:1:3-l:10.556:4-l:10.556:4-l:10.556:1-l:10.556:1-l:10.556:1
25.9	48.9	1.11	0.005	12	6	145.1	143.0	303.0	7.1	False	TLN	T1RLN4L6X0	t:1:3-l:10.556:2-l:10.556:2-l:10.556:2-l:10.556:1-l:10.556:1
21.7	47.7	1.12	0.005	15	6	176.0	174.0	382.0	8.9	False	TLN	T1RLN4L6X0	t:1:3-l:10.556:3-l:10.556:3-l:10.556:3-l:10.556:1-l:10.556:1
19.6	45.6	1.13	0.005	18	6	206.9	205.0	461.0	10.1	False	TLN	T1RLN4L6X0	t:1:3-l:10.556:4-l:10.556:4-l:10.556:4-l:10.556:1-l:10.556:1
21.7	45.7	1.21	0.006	13	6	163.8	160.0	336.0	8.1	False	TLN	T1RLN5L6X0	t:1:3-l:10.556:2-l:10.556:2-l:10.556:2-l:10.556:2-l:10.556:1
16.1	44.1	1.31	0.008	17	6	211.0	208.0	448.0	10.5	True	TLN	T1RLN5L6X0	t:1:3-l:10.556:3-l:10.556:3-l:10.556:3-l:10.556:3-l:10.556:1
13.3	41.3	1.42	0.009	21	6	256.6	256.0	560.0	12.1	False	TLN	T1RLN5L6X0	t:1:3-l:10.556:4-l:10.556:4-l:10.556:4-l:10.556:4-l:10.556:1
31.9	52.9	1.14	0.005	10	6	122.6	120.0	248.0	5.1	False	TLN	T1RLN2L6X1	t:1:3-l:16.000:2-l:16.000:1-l:8.000:1-l:8.000:1-l:8.000:1
29.2	51.2	1.17	0.006	11	6	136.1	133.0	277.0	5.7	True	TLN	T1RLN2L6X1	t:1:3-l:20.406:3-l:20.406:1-l:6.802:1-l:6.802:1-l:6.802:1
27.9	49.9	1.2	0.006	12	6	145.5	142.0	302.0	6.1	True	TLN	T1RLN2L6X1	t:1:3-l:24.252:4-l:24.252:1-l:6.063:1-l:6.063:1-l:6.063:1
28.0	50.0	1.17	0.006	11	6	136.0	133.0	277.0	6.1	False	TLN	T1RLN3L6X1	t:1:3-l:13.928:2-l:13.928:2-l:13.928:1-l:6.964:1-l:6.964:1
23.8	47.8	1.22	0.006	13	6	162.0	158.0	334.0	7.3	True	TLN	T1RLN3L6X1	t:1:3-l:16.380:3-l:16.380:3-l:16.380:1-l:5.460:1-l:5.460:1
21.6	45.6	1.28	0.007	15	6	182.8	178.0	386.0	8.1	True	TLN	T1RLN3L6X1	t:1:3-l:18.380:4-l:18.380:4-l:18.380:1-l:4.595:1-l:4.595:1
24.6	47.6	1.19	0.006	12	6	149.5	146.0	306.0	7.1	False	TLN	T1RLN4L6X1	t:1:3-l:12.126:2-l:12.126:2-l:12.126:2-l:12.126:1-l:6.063:1
19.5	45.5	1.28	0.007	15	6	185.7	181.0	389.0	8.9	False	TLN	T1RLN4L6X1	t:1:3-l:13.149:3-l:13.149:3-l:13.149:3-l:13.149:1-l:4.383:1
16.9	42.9	1.38	0.008	18	6	220.5	215.0	471.0	10.1	False	TLN	T1RLN4L6X1	t:1:3-l:13.928:4-l:13.928:4-l:13.928:4-l:13.928:1-l:3.482:1
16.1	44.1	1.31	0.008	17	6	211.0	208.0	448.0	10.5	True	TLN	T1RLN5L6X1	t:1:3-l:10.557:3-l:10.557:3-l:10.557:3-l:10.557:3-l:10.557:1
35.6	56.6	1.09	0.005	15	6	140.5	139.0	347.0	7.2	True	TL	T2RL6	t:1:5-t:5:5-l:12.724:1-l:12.724:1-l:12.724:1-l:12.724:1
36.9	56.9	1.09	0.005	13	6	128.5	127.0	303.0	6.4	False	TL	T2RL6	t:1:5-t:5:3-l:12.724:1-l:12.724:1-l:12.724:1-l:12.724:1
38.6	57.6	1.09	0.005	12	6	122.5	121.0	281.0	5.9	False	TL	T2RL6	t:1:5-t:5:2-l:12.724:1-l:12.724:1-l:12.724:1-l:12.724:1
30.5	52.5	1.09	0.005	16	6	149.5	148.0	372.0	8.2	True	TLN	T2RLN3L6X0	t:1:5-t:5:5-l:12.724:2-l:12.724:1-l:12.724:1-l:12.724:1
31.8	52.8	1.09	0.005	14	6	137.5	136.0	328.0	7.4	False	TLN	T2RLN3L6X0	t:1:5-t:5:3-l:12.724:2-l:12.724:1-l:12.724:1-l:12.724:1
33.5	53.5	1.09	0.005	13	6	131.5	130.0	306.0	6.9	False	TLN	T2RLN3L6X0	t:1:5-t:5:2-l:12.724:2-l:12.724:1-l:12.724:1-l:12.724:1
28.8	51.8	1.09	0.005	17	6	158.5	157.0	397.0	8.8	True	TLN	T2RLN3L6X0	t:1:5-t:5:5-l:12.724:3-l:12.724:1-l:12.724:1-l:12.724:1
30.1	52.1	1.09	0.005	15	6	146.5	145.0	353.0	8.0	True	TLN	T2RLN3L6X0	t:1:5-t:5:3-l:12.724:3-l:12.724:1-l:12.724:1-l:12.724:1
31.8	52.8	1.09	0.005	14	6	140.5	139.0	331.0	7.4	True	TLN	T2RLN3L6X0	t:1:5-t:5:2-l:12.724:3-l:12.724:1-l:12.724:1-l:12.724:1
27.9	50.9	1.09	0.005	18	6	167.5	166.0	422.0	9.2	True	TLN	T2RLN3L6X0	t:1:5-t:5:5-l:12.724:4-l:12.724:1-l:12.724:1-l:12.724:1
29.3	51.3	1.09	0.005	16	6	155.5	154.0	378.0	8.4	True	TLN	T2RLN3L6X0	t:1:5-t:5:3-l:12.724:4-l:12.724:1-l:12.724:1-l:12.724:1
31.0	52.0	1.09	0.005	15	6	149.5	148.0	356.0	7.9	True	TLN	T2RLN3L6X0	t:1:5-t:5:2-l:12.724:4-l:12.724:1-l:12.724:1-l:12.724:1
27.4	51.4	1.09	0.005	19	6	176.5	175.0	447.0	9.5	True	TLN	T2RLN3L6X0	t:1:5-t:5:5-l:12.724:5-l:12.724:1-l:12.724:1-l:12.724:1
28.8	51.8	1.09	0.005	17	6	164.5	163.0	403.0	8.8	True	TLN	T2RLN3L6X0	t:1:5-t:5:3-l:12.724:5-l:12.724:1-l:12.724:1-l:12.724:1
30.5	52.5	1.09	0.005	16	6	158.5	157.0	381.0	8.2	True	TLN	T2RLN3L6X0	t:1:5-t:5:2-l:12.724:5-l:12.724:1-l:12.724:1-l:12.724:1
25.4	48.4	1.09	0.005	17	6	162.7	161.0	401.0	9.2	False	TLN	T2RLN4L6X0	t:1:5-t:5:5-l:12.724:2-l:12.724:2-l:12.724:1-l:12.724:1
26.8	48.8	1.09	0.005	15	6	150.7	149.0	357.0	8.4	False	TLN	T2RLN4L6X0	t:1:5-t:5:3-l:12.724:2-l:12.724:2-l:12.724:1-l:12.724:1
28.4	49.4	1.09	0.005	14	6	144.7	143.0	335.0	7.9	False	TLN	T2RLN4L6X0	t:1:5-t:5:2-l:12.724:2-l:12.724:2-l:12.724:1-l:12.724:1
22.0	47.0	1.1	0.005	19	6	184.6	183.0	455.0	10.4	False	TLN	T2RLN4L6X0	t:1:5-t:5:5-l:12.724:3-l:12.724:3-l:12.724:1-l:12.724:1
23.4	47.4	1.1	0.005	17	6	172.6	171.0	411.0	9.6	False	TLN	T2RLN4L6X0	t:1:5-t:5:3-l:12.724:3-l:12.724:3-l:12.724:1-l:12.724:1
25.1	48.1	1.1	0.005	16	6	166.6	165.0	389.0	9.0	False	TLN	T2RLN4L6X0	t:1:5-t:5:2-l:12.724:3-l:12.724:3-l:12.724:1-l:12.724:1
20.3	45.3	1.11	0.005	21	6	206.6	205.0	509.0	11.2	False	TLN	T2RLN4L6X0	t:1:5-t:5:5-l:12.724:4-l:12.724:4-l:12.724:1-l:12.724:1
21.7	45.7	1.11	0.005	19	6	194.6	193.0	465.0	10.4	False	TLN	T2RLN4L6X0	t:1:5-t:5:3-l:12.724:4-l:12.724:4-l:12.724:1-l:12.724:1
23.4	46.4	1.11	0.005	18	6	188.6	187.0	443.0	9.9	False	TLN	T2RLN4L6X0	t:1:5-t:5:2-l:12.724:4-l:12.724:4-l:12.724:1-l:12.724:1
19.3	46.3	1.11	0.005	23	6	228.4	227.0	563.0	11.8	False	TLN	T2RLN4L6X0	t:1:5-t:5:5-l:12.724:5-l:12.724:5-l:12.724:1-l:12.724:1
20.6	46.6	1.11	0.005	21	6	216.4	215.0	519.0	11.1	False	TLN	T2RLN4L6X0	t:1:5-t:5:3-l:12.724:5-l:12.724:5-l:12.724:1-l:12.724:1
22.3	47.3	1.11	0.005	20	6	210.4	209.0	497.0	10.5	True	TLN	T2RLN4L6X0	t:1:5-t:5:2-l:12.724:5-l:12.724:5-l:12.724:1-l:12.724:1
20.3	44.3	1.17	0.006	18	6	181.1	178.0	434.0	10.2	False	TLN	T2RLN5L6X0	t:1:5-t:5:5-l:12.724:2-l:12.724:2-l:12.724:2-l:12.724:1
21.7	44.7	1.17	0.006	16	6	169.1	166.0	390.0	9.4	False	TLN	T2RLN5L6X0	t:1:5-t:5:3-l:12.724:2-l:12.724:2-l:12.724:2-l:12.724:1
23.4	45.4	1.17	0.006	15	6	163.1	160.0	368.0	8.9	True	TLN	T2RLN5L6X0	t:1:5-t:5:2-l:12.724:2-l:12.724:2-l:12.724:2-l:12.724:1
15.2	42.2	1.26	0.007	21	6	219.5	217.0	521.0	11.9	True	TLN	T2RLN5L6X0	t:1:5-t:5:5-l:12.724:3-l:12.724:3-l:12.724:3-l:12.724:1
16.6	42.6	1.26	0.007	19	6	207.5	205.0	477.0	11.2	True	TLN	T2RLN5L6X0	t:1:5-t:5:3-l:12.724:3-l:12.724:3-l:12.724:3-l:12.724:1
18.3	43.3	1.26	0.007	18	6	201.5	199.0	455.0	10.6	True	TLN	T2RLN5L6X0	t:1:5-t:5:2-l:12.724:3-l:12.724:3-l:12.724:3-l:12.724:1
12.7	39.7	1.34	0.008	24	6	256.5	256.0	608.0	13.2	False	TLN	T2RLN5L6X0	t:1:5-t:5:5-l:12.724:4-l:12.724:4-l:12.724:4-l:12.724:1
14.0	40.0	1.34	0.008	22	6	244.5	244.0	564.0	12.4	False	TLN	T2RLN5L6X0	t:1:5-t:5:3-l:12.724:4-l:12.724:4-l:12.724:4-l:12.724:1
15.7	40.7	1.34	0.008	21	6	238.5	238.0	542.0	11.9	True	TLN	T2RLN5L6X0	t:1:5-t:5:2-l:12.724:4-l:12.724:4-l:12.724:4-l:12.724:1
11.1	41.1	1.43	0.009	27	6	292.0	295.0	695.0	14.1	True	TLN	T2RLN5L6X0	t:1:5-t:5:5-l:12.724:5-l:12.724:5-l:12.724:5-l:12.724:1
12.5	41.5	1.43	0.009	25	6	280.0	283.0	651.0	13.4	True	TLN	T2RLN5L6X0	t:1:5-t:5:3-l:12.724:5-l:12.724:5-l:12.724:5-l:12.724:1
14.2	42.2	1.43	0.009	24	6	274.0	277.0	629.0	12.8	True	TLN	T2RLN5L6X0	t:1:5-t:5:2-l:12.724:5-l:12.724:5-l:12.724:5-l:12.724:1
27.5	49.5	1.13	0.005	16	6	153.2	151.0	375.0	8.2	True	TLN	T2RLN3L6X1	t:1:5-t:5:5-l:17.994:2-l:17.994:1-l:8.997:1-l:8.997:1
29.4	50.4	1.13	0.005	14	6	141.2	139.0	331.0	7.4	True	TLN	T2RLN3L6X1	t:1:5-t:5:3-l:17.994:2-l:17.994:1-l:8.997:1-l:8.997:1
31.8	51.8	1.12	0.005	13	6	135.2	133.0	309.0	6.9	False	TLN	T2RLN3L6X1	t:1:5-t:5:2-l:17.994:2-l:17.994:1-l:8.997:1-l:8.997:1
24.2	47.2	1.16	0.006	17	6	165.8	163.0	403.0	8.8	True	TLN	T2RLN3L6X1	t:1:5-t:5:5-l:22.038:3-l:22.038:1-l:7.346:1-l:7.346:1
26.5	48.5	1.16	0.005	15	6	153.8	151.0	359.0	8.0	True	TLN	T2RLN3L6X1	t:1:5-t:5:3-l:22.038:3-l:22.038:1-l:7.346:1-l:7.346:1
29.4	50.4	1.16	0.005	14	6	147.8	145.0	337.0	7.4	True	TLN	T2RLN3L6X1	t:1:5-t:5:2-l:22.038:3-l:22.038:1-l:7.346:1-l:7.346:1
22.3	45.3	1.19	0.006	18	6	176.3	173.0	429.0	9.2	True	TLN	T2RLN3L6X1	t:1:5-t:5:5-l:25.448:4-l:25.448:1-l:6.362:1-l:6.362:1
25.1	47.1	1.19	0.006	16	6	164.3	161.0	385.0	8.4	True	TLN	T2RLN3L6X1	t:1:5-t:5:3-l:25.448:4-l:25.448:1-l:6.362:1-l:6.362:1
28.4	49.4	1.19	0.006	15	6	158.3	155.0	363.0	7.9	True	TLN	T2RLN3L6X1	t:1:5-t:5:2-l:25.448:4-l:25.448:1-l:6.362:1-l:6.362:1
21.2	45.2	1.21	0.006	19	6	191.7	188.0	460.0	9.5	True	TLN	T2RLN3L6X1	t:1:5-t:5:5-l:28.450:5-l:28.450:1-l:5.690:1-l:5.690:1
24.2	47.2	1.21	0.006	17	6	179.7	176.0	416.0	8.8	True	TLN	T2RLN3L6X1	t:1:5-t:5:3-l:28.450:5-l:28.450:1-l:5.690:1-l:5.690:1
28.0	50.0	1.21	0.006	16	6	173.7	170.0	394.0	8.2	True	TLN	T2RLN3L6X1	t:1:5-t:5:2-l:28.450:5-l:28.450:1-l:5.690:1-l:5.690:1
23.6	46.6	1.15	0.005	17	6	168.7	166.0	406.0	9.2	True	TLN	T2RLN4L6X1	t:1:5-t:5:5-l:15.132:2-l:15.132:2-l:15.132:1-l:7.566:1
25.2	47.2	1.15	0.005	15	6	156.7	154.0	362.0	8.4	False	TLN	T2RLN4L6X1	t:1:5-t:5:3-l:15.132:2-l:15.132:2-l:15.132:1-l:7.566:1
27.2	48.2	1.15	0.005	14	6	150.7	148.0	340.0	7.9	True	TLN	T2RLN4L6X1	t:1:5-t:5:2-l:15.132:2-l:15.132:2-l:15.132:1-l:7.566:1
19.1	44.1	1.21	0.006	19	6	193.6	190.0	462.0	10.4	False	TLN	T2RLN4L6X1	t:1:5-t:5:5-l:16.746:3-l:16.746:3-l:16.746:1-l:5.582:1
20.9	44.9	1.21	0.006	17	6	181.6	178.0	418.0	9.6	False	TLN	T2RLN4L6X1	t:1:5-t:5:3-l:16.746:3-l:16.746:3-l:16.746:1-l:5.582:1
23.1	46.1	1.21	0.006	16	6	175.6	172.0	396.0	9.0	True	TLN	T2RLN4L6X1	t:1:5-t:5:2-l:16.746:3-l:16.746:3-l:16.746:1-l:5.582:1
16.7	41.7	1.27	0.007	21	6	218.2	214.0	518.0	11.2	False	TLN	T2RLN4L6X1	t:1:5-t:5:5-l:17.996:4-l:17.996:4-l:17.996:1-l:4.499:1
18.6	42.6	1.27	0.007	19	6	206.2	202.0	474.0	10.4	False	TLN	T2RLN4L6X1	t:1:5-t:5:3-l:17.996:4-l:17.996:4-l:17.996:1-l:4.499:1
21.0	44.0	1.27	0.007	18	6	200.2	196.0	452.0	9.9	True	TLN	T2RLN4L6X1	t:1:5-t:5:2-l:17.996:4-l:17.996:4-l:17.996:1-l:4.499:1
15.2	42.2	1.34	0.008	23	6	243.5	239.0	575.0	11.8	True	TLN	T2RLN4L6X1	t:1:5-t:5:5-l:19.025:5-l:19.025:5-l:19.025:1-l:3.805:1
17.2	43.2	1.34	0.008	21	6	231.5	227.0	531.0	11.1	True	TLN	T2RLN4L6X1	t:1:5-t:5:3-l:19.025:5-l:19.025:5-l:19.025:1-l:3.805:1
19.7	44.7	1.34	0.008	20	6	225.5	221.0	509.0	10.5	True	TLN	T2RLN4L6X1	t:1:5-t:5:2-l:19.025:5-l:19.025:5-l:19.025:1-l:3.805:1
15.2	42.2	1.26	0.007	21	6	219.5	217.0	521.0	11.9	True	TLN	T2RLN5L6X1	t:1:5-t:5:5-l:12.723:3-l:12.723:3-l:12.723:3-l:12.723:1
16.6	42.6	1.26	0.007	19	6	207.5	205.0	477.0	11.2	True	TLN	T2RLN5L6X1	t:1:5-t:5:3-l:12.723:3-l:12.723:3-l:12.723:3-l:12.723:1
18.3	43.3	1.26	0.007	18	6	201.5	199.0	455.0	10.6	True	TLN	T2RLN5L6X1	t:1:5-t:5:2-l:12.723:3-l:12.723:3-l:12.723:3-l:12.723:1
11.1	41.1	1.43	0.009	27	6	292.0	295.0	695.0	14.1	True	TLN	T2RLN5L6X1	t:1:5-t:5:5-l:12.725:5-l:12.725:5-l:12.725:5-l:12.725:1
12.5	41.5	1.43	0.009	25	6	280.0	283.0	651.0	13.4	True	TLN	T2RLN5L6X1	t:1:5-t:5:3-l:12.725:5-l:12.725:5-l:12.725:5-l:12.725:1
14.2	42.2	1.43	0.009	24	6	274.0	277.0	629.0	12.8	True	TLN	T2RLN5L6X1	t:1:5-t:5:2-l:12.725:5-l:12.725:5-l:12.725:5-l:12.725:1
34.6	55.6	1.06	0.004	19	6	169.1	168.0	440.0	9.5	True	TL	T3RL6	t:1:5-t:5:5-t:5:5-l:17.372:1-l:17.372:1-l:17.372:1
36.4	56.4	1.06	0.004	17	6	153.1	152.0	392.0	8.8	True	TL	T3RL6	t:1:5-t:5:5-t:5:3-l:17.372:1-l:17.372:1-l:17.372:1
