wa-I	wa-C	sa	ca	Nruns	Nlvls	ph	pm	rs	rn	isdom	F	L	C
22.3	48.3	1.16	0.006	22	4	254.7	259.0	579.0	10.4	True	TLN	T1LN3L4X1	t:1:4-l:50.800:8-l:50.800:8-l:50.800:1
18.9	45.9	1.16	0.006	24	4	260.7	265.0	617.0	11.0	True	TLN	T1LN3L4X1	t:1:6-l:50.800:8-l:50.800:8-l:50.800:1
17.2	44.2	1.16	0.006	26	4	266.7	271.0	655.0	11.4	True	TLN	T1LN3L4X1	t:1:8-l:50.800:8-l:50.800:8-l:50.800:1
44.4	68.4	1.04	0.004	105	4	678.3	682.0	2330.0	13.8	True	TL	T2L4	t:1:51-t:51:51-l:50.696:1-l:50.696:1
44.6	68.6	1.03	0.004	92	4	563.2	565.0	2005.0	13.4	True	TL	T2L4	t:1:51-t:51:38-l:50.696:1-l:50.696:1
45.2	68.2	1.03	0.004	79	4	447.5	448.0	1680.0	12.8	True	TL	T2L4	t:1:51-t:51:25-l:50.696:1-l:50.696:1
46.9	68.9	1.02	0.004	66	4	331.2	331.0	1355.0	11.7	False	TL	T2L4	t:1:51-t:51:12-l:50.696:1-l:50.696:1
63.8	82.8	1.02	0.004	56	4	241.3	241.0	1105.0	9.1	True	TL	T2L4	t:1:51-t:51:2-l:50.696:1-l:50.696:1
53.7	73.7	1.02	0.004	58	4	259.3	259.0	1155.0	10.1	False	TL	T2L4	t:1:51-t:51:4-l:50.696:1-l:50.696:1
50.3	71.3	1.02	0.004	60	4	277.3	277.0	1205.0	10.7	False	TL	T2L4	t:1:51-t:51:6-l:50.696:1-l:50.696:1
48.6	69.6	1.02	0.004	62	4	295.3	295.0	1255.0	11.1	False	TL	T2L4	t:1:51-t:51:8-l:50.696:1-l:50.696:1
24.1	49.1	1.06	0.004	106	4	693.7	697.0	2361.0	14.8	True	TLN	T2LN3L4X0	t:1:51-t:51:51-l:50.696:2-l:50.696:1
24.3	49.3	1.05	0.004	93	4	578.6	580.0	2036.0	14.4	False	TLN	T2LN3L4X0	t:1:51-t:51:38-l:50.696:2-l:50.696:1
24.9	48.9	1.05	0.004	80	4	462.9	463.0	1711.0	13.8	False	TLN	T2LN3L4X0	t:1:51-t:51:25-l:50.696:2-l:50.696:1
26.7	49.7	1.04	0.004	67	4	346.6	346.0	1386.0	12.7	False	TLN	T2LN3L4X0	t:1:51-t:51:12-l:50.696:2-l:50.696:1
43.6	63.6	1.04	0.004	57	4	256.7	256.0	1136.0	10.1	True	TLN	T2LN3L4X0	t:1:51-t:51:2-l:50.696:2-l:50.696:1
33.4	54.4	1.04	0.004	59	4	274.7	274.0	1186.0	11.1	False	TLN	T2LN3L4X0	t:1:51-t:51:4-l:50.696:2-l:50.696:1
30.0	52.0	1.04	0.004	61	4	292.7	292.0	1236.0	11.7	False	TLN	T2LN3L4X0	t:1:51-t:51:6-l:50.696:2-l:50.696:1
28.3	50.3	1.04	0.004	63	4	310.7	310.0	1286.0	12.1	False	TLN	T2LN3L4X0	t:1:51-t:51:8-l:50.696:2-l:50.696:1
17.3	43.3	1.08	0.004	107	4	708.6	712.0	2392.0	15.4	True	TLN	T2LN3L4X0	t:1:51-t:51:51-l:50.696:3-l:50.696:1
17.6	43.6	1.07	0.004	94	4	593.5	595.0	2067.0	15.0	True	TLN	T2LN3L4X0	t:1:51-t:51:38-l:50.696:3-l:50.696:1
18.1	43.1	1.07	0.004	81	4	477.8	478.0	1742.0	14.4	True	TLN	T2LN3L4X0	t:1:51-t:51:25-l:50.696:3-l:50.696:1
19.9	43.9	1.06	0.004	68	4	361.5	361.0	1417.0	13.3	True	TLN	T2LN3L4X0	t:1:51-t:51:12-l:50.696:3-l:50.696:1
36.8	57.8	1.06	0.004	58	4	271.6	271.0	1167.0	10.7	True	TLN	T2LN3L4X0	t:1:51-t:51:2-l:50.696:3-l:50.696:1
26.7	48.7	1.06	0.004	60	4	289.6	289.0	1217.0	11.7	True	TLN	T2LN3L4X0	t:1:51-t:51:4-l:50.696:3-l:50.696:1
23.3	46.3	1.06	0.004	62	4	307.6	307.0	1267.0	12.3	True	TLN	T2LN3L4X0	t:1:51-t:51:6-l:50.696:3-l:50.696:1
21.6	44.6	1.06	0.004	64	4	325.6	325.0	1317.0	12.7	True	TLN	T2LN3L4X0	t:1:51-t:51:8-l:50.696:3-l:50.696:1
13.9	39.9	1.1	0.005	108	4	723.2	727.0	2423.0	15.8	True	TLN	T2LN3L4X0	t:1:51-t:51:51-l:50.696:4-l:50.696:1
14.2	40.2	1.09	0.005	95	4	608.1	610.0	2098.0	15.4	False	TLN	T2LN3L4X0	t:1:51-t:51:38-l:50.696:4-l:50.696:1
14.8	39.8	1.09	0.005	82	4	492.4	493.0	1773.0	14.8	False	TLN	T2LN3L4X0	t:1:51-t:51:25-l:50.696:4-l:50.696:1
16.5	40.5	1.08	0.005	69	4	376.1	376.0	1448.0	13.7	False	TLN	T2LN3L4X0	t:1:51-t:51:12-l:50.696:4-l:50.696:1
33.4	54.4	1.08	0.004	59	4	286.2	286.0	1198.0	11.1	True	TLN	T2LN3L4X0	t:1:51-t:51:2-l:50.696:4-l:50.696:1
23.3	45.3	1.08	0.004	61	4	304.2	304.0	1248.0	12.1	False	TLN	T2LN3L4X0	t:1:51-t:51:4-l:50.696:4-l:50.696:1
19.9	42.9	1.08	0.005	63	4	322.2	322.0	1298.0	12.7	False	TLN	T2LN3L4X0	t:1:51-t:51:6-l:50.696:4-l:50.696:1
18.2	41.2	1.08	0.005	65	4	340.2	340.0	1348.0	13.1	False	TLN	T2LN3L4X0	t:1:51-t:51:8-l:50.696:4-l:50.696:1
11.9	38.9	1.12	0.005	109	4	737.5	742.0	2454.0	16.1	True	TLN	T2LN3L4X0	t:1:51-t:51:51-l:50.696:5-l:50.696:1
12.2	39.2	1.11	0.005	96	4	622.4	625.0	2129.0	15.7	True	TLN	T2LN3L4X0	t:1:51-t:51:38-l:50.696:5-l:50.696:1
12.7	38.7	1.11	0.005	83	4	506.7	508.0	1804.0	15.1	True	TLN	T2LN3L4X0	t:1:51-t:51:25-l:50.696:5-l:50.696:1
14.5	39.5	1.1	0.005	70	4	390.4	391.0	1479.0	14.0	True	TLN	T2LN3L4X0	t:1:51-t:51:12-l:50.696:5-l:50.696:1
31.4	53.4	1.1	0.005	60	4	300.5	301.0	1229.0	11.4	True	TLN	T2LN3L4X0	t:1:51-t:51:2-l:50.696:5-l:50.696:1
21.3	44.3	1.1	0.005	62	4	318.5	319.0	1279.0	12.4	True	TLN	T2LN3L4X0	t:1:51-t:51:4-l:50.696:5-l:50.696:1
17.9	41.9	1.1	0.005	64	4	336.5	337.0	1329.0	13.0	True	TLN	T2LN3L4X0	t:1:51-t:51:6-l:50.696:5-l:50.696:1
16.2	40.2	1.1	0.005	66	4	354.5	355.0	1379.0	13.4	True	TLN	T2LN3L4X0	t:1:51-t:51:8-l:50.696:5-l:50.696:1
10.6	37.6	1.14	0.005	110	4	751.5	757.0	2485.0	16.4	True	TLN	T2LN3L4X0	t:1:51-t:51:51-l:50.696:6-l:50.696:1
10.8	37.8	1.13	0.005	97	4	636.4	640.0	2160.0	16.0	True	TLN	T2LN3L4X0	t:1:51-t:51:38-l:50.696:6-l:50.696:1
11.4	37.4	1.13	0.005	84	4	520.7	523.0	1835.0	15.4	True	TLN	T2LN3L4X0	t:1:51-t:51:25-l:50.696:6-l:50.696:1
13.1	38.1	1.12	0.005	71	4	404.4	406.0	1510.0	14.3	True	TLN	T2LN3L4X0	t:1:51-t:51:12-l:50.696:6-l:50.696:1
30.0	52.0	1.12	0.005	61	4	314.6	316.0	1260.0	11.7	True	TLN	T2LN3L4X0	t:1:51-t:51:2-l:50.696:6-l:50.696:1
19.9	42.9	1.12	0.005	63	4	332.6	334.0	1310.0	12.7	True	TLN	T2LN3L4X0	t:1:51-t:51:4-l:50.696:6-l:50.696:1
16.5	40.5	1.12	0.005	65	4	350.6	352.0	1360.0	13.3	True	TLN	T2LN3L4X0	t:1:51-t:51:6-l:50.696:6-l:50.696:1
14.8	38.8	1.12	0.005	67	4	368.5	370.0	1410.0	13.7	True	TLN	T2LN3L4X0	t:1:51-t:51:8-l:50.696:6-l:50.696:1
9.6	36.6	1.16	0.006	111	4	765.3	772.0	2516.0	16.6	True	TLN	T2LN3L4X0	t:1:51-t:51:51-l:50.696:7-l:50.696:1
9.9	36.9	1.15	0.005	98	4	650.2	655.0	2191.0	16.2	True	TLN	T2LN3L4X0	t:1:51-t:51:38-l:50.696:7-l:50.696:1
10.4	36.4	1.15	0.005	85	4	534.5	538.0	1866.0	15.6	True	TLN	T2LN3L4X0	t:1:51-t:51:25-l:50.696:7-l:50.696:1
12.2	37.2	1.14	0.005	72	4	418.2	421.0	1541.0	14.5	True	TLN	T2LN3L4X0	t:1:51-t:51:12-l:50.696:7-l:50.696:1
29.1	51.1	1.14	0.005	62	4	328.3	331.0	1291.0	11.9	True	TLN	T2LN3L4X0	t:1:51-t:51:2-l:50.696:7-l:50.696:1
18.9	41.9	1.14	0.005	64	4	346.3	349.0	1341.0	12.9	True	TLN	T2LN3L4X0	t:1:51-t:51:4-l:50.696:7-l:50.696:1
15.6	39.6	1.14	0.005	66	4	364.3	367.0	1391.0	13.5	True	TLN	T2LN3L4X0	t:1:51-t:51:6-l:50.696:7-l:50.696:1
13.9	37.9	1.14	0.005	68	4	382.3	385.0	1441.0	13.9	True	TLN	T2LN3L4X0	t:1:51-t:51:8-l:50.696:7-l:50.696:1
8.9	35.9	1.18	0.006	112	4	778.7	787.0	2547.0	16.8	False	TLN	T2LN3L4X0	t:1:51-t:51:51-l:50.696:8-l:50.696:1
9.1	36.1	1.17	0.006	99	4	663.6	670.0	2222.0	16.4	False	TLN	T2LN3L4X0	t:1:51-t:51:38-l:50.696:8-l:50.696:1
9.7	35.7	1.17	0.006	86	4	547.9	553.0	1897.0	15.8	False	TLN	T2LN3L4X0	t:1:51-t:51:25-l:50.696:8-l:50.696:1
11.4	36.4	1.16	0.006	73	4	431.6	436.0	1572.0	14.7	False	TLN	T2LN3L4X0	t:1:51-t:51:12-l:50.696:8-l:50.696:1
28.3	50.3	1.16	0.006	63	4	341.7	346.0	1322.0	12.1	True	TLN	T2LN3L4X0	t:1:51-t:51:2-l:50.696:8-l:50.696:1
18.2	41.2	1.16	0.006	65	4	359.7	364.0	1372.0	13.1	True	TLN	T2LN3L4X0	t:1:51-t:51:4-l:50.696:8-l:50.696:1
14.8	38.8	1.16	0.006	67	4	377.7	382.0	1422.0	13.7	True	TLN	T2LN3L4X0	t:1:51-t:51:6-l:50.696:8-l:50.696:1
13.1	37.1	1.16	0.006	69	4	395.7	400.0	1472.0	14.1	False	TLN	T2LN3L4X0	t:1:51-t:51:8-l:50.696:8-l:50.696:1
17.3	43.3	1.08	0.004	107	4	708.6	712.0	2392.0	15.4	True	TLN	T2LN3L4X1	t:1:51-t:51:51-l:50.697:3-l:50.697:1
17.6	43.6	1.07	0.004	94	4	593.5	595.0	2067.0	15.0	True	TLN	T2LN3L4X1	t:1:51-t:51:38-l:50.697:3-l:50.697:1
18.1	43.1	1.07	0.004	81	4	477.8	478.0	1742.0	14.4	True	TLN	T2LN3L4X1	t:1:51-t:51:25-l:50.697:3-l:50.697:1
19.9	43.9	1.06	0.004	68	4	361.5	361.0	1417.0	13.3	True	TLN	T2LN3L4X1	t:1:51-t:51:12-l:50.697:3-l:50.697:1
36.8	57.8	1.06	0.004	58	4	271.6	271.0	1167.0	10.7	True	TLN	T2LN3L4X1	t:1:51-t:51:2-l:50.697:3-l:50.697:1
26.7	48.7	1.06	0.004	60	4	289.6	289.0	1217.0	11.7	True	TLN	T2LN3L4X1	t:1:51-t:51:4-l:50.697:3-l:50.697:1
23.3	46.3	1.06	0.004	62	4	307.6	307.0	1267.0	12.3	True	TLN	T2LN3L4X1	t:1:51-t:51:6-l:50.697:3-l:50.697:1
21.6	44.6	1.06	0.004	64	4	325.6	325.0	1317.0	12.7	True	TLN	T2LN3L4X1	t:1:51-t:51:8-l:50.697:3-l:50.697:1
11.9	38.9	1.12	0.005	109	4	737.5	742.0	2454.0	16.1	True	TLN	T2LN3L4X1	t:1:51-t:51:51-l:50.695:5-l:50.695:1
12.2	39.2	1.11	0.005	96	4	622.4	625.0	2129.0	15.7	True	TLN	T2LN3L4X1	t:1:51-t:51:38-l:50.695:5-l:50.695:1
12.7	38.7	1.11	0.005	83	4	506.7	508.0	1804.0	15.1	True	TLN	T2LN3L4X1	t:1:51-t:51:25-l:50.695:5-l:50.695:1
14.5	39.5	1.1	0.005	70	4	390.4	391.0	1479.0	14.0	True	TLN	T2LN3L4X1	t:1:51-t:51:12-l:50.695:5-l:50.695:1
31.4	53.4	1.1	0.005	60	4	300.5	301.0	1229.0	11.4	True	TLN	T2LN3L4X1	t:1:51-t:51:2-l:50.695:5-l:50.695:1
21.3	44.3	1.1	0.005	62	4	318.5	319.0	1279.0	12.4	True	TLN	T2LN3L4X1	t:1:51-t:51:4-l:50.695:5-l:50.695:1
17.9	41.9	1.1	0.005	64	4	336.5	337.0	1329.0	13.0	True	TLN	T2LN3L4X1	t:1:51-t:51:6-l:50.695:5-l:50.695:1
16.2	40.2	1.1	0.005	66	4	354.5	355.0	1379.0	13.4	True	TLN	T2LN3L4X1	t:1:51-t:51:8-l:50.695:5-l:50.695:1
10.6	37.6	1.14	0.005	110	4	751.5	757.0	2485.0	16.4	True	TLN	T2LN3L4X1	t:1:51-t:51:51-l:50.694:6-l:50.694:1
10.8	37.8	1.13	0.005	97	4	636.4	640.0	2160.0	16.0	True	TLN	T2LN3L4X1	t:1:51-t:51:38-l:50.694:6-l:50.694:1
11.4	37.4	1.13	0.005	84	4	520.7	523.0	1835.0	15.4	True	TLN	T2LN3L4X1	t:1:51-t:51:25-l:50.694:6-l:50.694:1
13.1	38.1	1.12	0.005	71	4	404.4	406.0	1510.0	14.3	True	TLN	T2LN3L4X1	t:1:51-t:51:12-l:50.694:6-l:50.694:1
30.0	52.0	1.12	0.005	61	4	314.6	316.0	1260.0	11.7	True	TLN	T2LN3L4X1	t:1:51-t:51:2-l:50.694:6-l:50.694:1
19.9	42.9	1.12	0.005	63	4	332.6	334.0	1310.0	12.7	True	TLN	T2LN3L4X1	t:1:51-t:51:4-l:50.694:6-l:50.694:1
16.5	40.5	1.12	0.005	65	4	350.6	352.0	1360.0	13.3	True	TLN	T2LN3L4X1	t:1:51-t:51:6-l:50.694:6-l:50.694:1
14.8	38.8	1.12	0.005	67	4	368.5	370.0	1410.0	13.7	True	TLN	T2LN3L4X1	t:1:51-t:51:8-l:50.694:6-l:50.694:1
9.6	36.6	1.16	0.006	111	4	765.3	772.0	2516.0	16.6	True	TLN	T2LN3L4X1	t:1:51-t:51:51-l:50.694:7-l:50.694:1
9.9	36.9	1.15	0.005	98	4	650.2	655.0	2191.0	16.2	True	TLN	T2LN3L4X1	t:1:51-t:51:38-l:50.694:7-l:50.694:1
10.4	36.4	1.15	0.005	85	4	534.5	538.0	1866.0	15.6	True	TLN	T2LN3L4X1	t:1:51-t:51:25-l:50.694:7-l:50.694:1
12.2	37.2	1.14	0.005	72	4	418.2	421.0	1541.0	14.5	True	TLN	T2LN3L4X1	t:1:51-t:51:12-l:50.694:7-l:50.694:1
29.1	51.1	1.14	0.005	62	4	328.3	331.0	1291.0	11.9	True	TLN	T2LN3L4X1	t:1:51-t:51:2-l:50.694:7-l:50.694:1
18.9	41.9	1.14	0.005	64	4	346.3	349.0	1341.0	12.9	True	TLN	T2LN3L4X1	t:1:51-t:51:4-l:50.694:7-l:50.694:1
15.6	39.6	1.14	0.005	66	4	364.3	367.0	1391.0	13.5	True	TLN	T2LN3L4X1	t:1:51-t:51:6-l:50.694:7-l:50.694:1
13.9	37.9	1.14	0.005	68	4	382.3	385.0	1441.0	13.9	True	TLN	T2LN3L4X1	t:1:51-t:51:8-l:50.694:7-l:50.694:1
4.8	28.8	2.03	0.017	155	4	1074.2	1432.0	3880.0	19.5	False	TL	T3L4	t:1:51-t:51:51-t:51:51-l:50.393:1
5.1	29.1	1.77	0.014	142	4	1042.9	1237.0	3477.0	19.0	False	TL	T3L4	t:1:51-t:51:51-t:51:38-l:50.393:1
5.6	28.6	1.52	0.01	129	4	961.3	1042.0	3074.0	18.4	False	TL	T3L4	t:1:51-t:51:51-t:51:25-l:50.393:1
7.4	29.4	1.26	0.007	116	4	829.4	847.0	2671.0	17.4	False	TL	T3L4	t:1:51-t:51:51-t:51:12-l:50.393:1
24.2	43.2	1.06	0.004	106	4	693.7	697.0	2361.0	14.8	False	TL	T3L4	t:1:51-t:51:51-t:51:2-l:50.393:1
14.1	34.1	1.1	0.005	108	4	723.2	727.0	2423.0	15.8	False	TL	T3L4	t:1:51-t:51:51-t:51:4-l:50.393:1
10.7	31.7	1.14	0.005	110	4	751.5	757.0	2485.0	16.4	False	TL	T3L4	t:1:51-t:51:51-t:51:6-l:50.393:1
9.0	30.0	1.18	0.006	112	4	778.7	787.0	2547.0	16.8	False	TL	T3L4	t:1:51-t:51:51-t:51:8-l:50.393:1
48.5	71.5	1.06	0.004	24	5	149.0	148.0	500.0	6.7	True	TL	T1L5	t:1:19-l:19.027:1-l:19.027:1-l:19.027:1-l:19.027:1
48.8	70.8	1.06	0.004	19	5	134.0	133.0	405.0	6.3	True	TL	T1L5	t:1:14-l:19.027:1-l:19.027:1-l:19.027:1-l:19.027:1
49.4	71.4	1.06	0.004	14	5	119.0	118.0	310.0	5.6	True	TL	T1L5	t:1:9-l:19.027:1-l:19.027:1-l:19.027:1-l:19.027:1
51.5	71.5	1.06	0.004	9	5	104.0	103.0	215.0	4.5	False	TL	T1L5	t:1:4-l:19.027:1-l:19.027:1-l:19.027:1-l:19.027:1
55.3	74.3	1.06	0.004	7	5	98.0	97.0	177.0	3.5	False	TL	T1L5	t:1:2-l:19.027:1-l:19.027:1-l:19.027:1-l:19.027:1
40.9	64.9	1.06	0.004	25	5	157.0	156.0	524.0	7.7	True	TLN	T1LN2L5X0	t:1:19-l:19.027:2-l:19.027:1-l:19.027:1-l:19.027:1
41.1	64.1	1.06	0.004	20	5	142.0	141.0	429.0	7.3	True	TLN	T1LN2L5X0	t:1:14-l:19.027:2-l:19.027:1-l:19.027:1-l:19.027:1
41.7	64.7	1.06	0.004	15	5	127.0	126.0	334.0	6.6	True	TLN	T1LN2L5X0	t:1:9-l:19.027:2-l:19.027:1-l:19.027:1-l:19.027:1
43.9	64.9	1.06	0.004	10	5	112.0	111.0	239.0	5.5	False	TLN	T1LN2L5X0	t:1:4-l:19.027:2-l:19.027:1-l:19.027:1-l:19.027:1
47.7	67.7	1.06	0.004	8	5	106.0	105.0	201.0	4.5	False	TLN	T1LN2L5X0	t:1:2-l:19.027:2-l:19.027:1-l:19.027:1-l:19.027:1
38.3	63.3	1.06	0.004	26	5	165.0	164.0	548.0	8.3	True	TLN	T1LN2L5X0	t:1:19-l:19.027:3-l:19.027:1-l:19.027:1-l:19.027:1
38.6	62.6	1.06	0.004	21	5	150.0	149.0	453.0	7.9	True	TLN	T1LN2L5X0	t:1:14-l:19.027:3-l:19.027:1-l:19.027:1-l:19.027:1
39.2	63.2	1.06	0.004	16	5	135.0	134.0	358.0	7.2	True	TLN	T1LN2L5X0	t:1:9-l:19.027:3-l:19.027:1-l:19.027:1-l:19.027:1
41.3	63.3	1.06	0.004	11	5	120.0	119.0	263.0	6.1	True	TLN	T1LN2L5X0	t:1:4-l:19.027:3-l:19.027:1-l:19.027:1-l:19.027:1
45.1	66.1	1.06	0.004	9	5	114.0	113.0	225.0	5.1	False	TLN	T1LN2L5X0	t:1:2-l:19.027:3-l:19.027:1-l:19.027:1-l:19.027:1
37.0	62.0	1.06	0.004	27	5	173.0	172.0	572.0	8.7	True	TLN	T1LN2L5X0	t:1:19-l:19.027:4-l:19.027:1-l:19.027:1-l:19.027:1
37.3	61.3	1.06	0.004	22	5	158.0	157.0	477.0	8.3	True	TLN	T1LN2L5X0	t:1:14-l:19.027:4-l:19.027:1-l:19.027:1-l:19.027:1
37.9	61.9	1.06	0.004	17	5	143.0	142.0	382.0	7.6	True	TLN	T1LN2L5X0	t:1:9-l:19.027:4-l:19.027:1-l:19.027:1-l:19.027:1
40.1	62.1	1.06	0.004	12	5	128.0	127.0	287.0	6.5	True	TLN	T1LN2L5X0	t:1:4-l:19.027:4-l:19.027:1-l:19.027:1-l:19.027:1
43.9	64.9	1.06	0.004	10	5	122.0	121.0	249.0	5.5	True	TLN	T1LN2L5X0	t:1:2-l:19.027:4-l:19.027:1-l:19.027:1-l:19.027:1
36.3	62.3	1.06	0.004	28	5	181.0	180.0	596.0	9.0	True	TLN	T1LN2L5X0	t:1:19-l:19.027:5-l:19.027:1-l:19.027:1-l:19.027:1
36.6	61.6	1.06	0.004	23	5	166.0	165.0	501.0	8.6	True	TLN	T1LN2L5X0	t:1:14-l:19.027:5-l:19.027:1-l:19.027:1-l:19.027:1
37.2	62.2	1.06	0.004	18	5	151.0	150.0	406.0	8.0	True	TLN	T1LN2L5X0	t:1:9-l:19.027:5-l:19.027:1-l:19.027:1-l:19.027:1
39.3	62.3	1.06	0.004	13	5	136.0	135.0	311.0	6.8	True	TLN	T1LN2L5X0	t:1:4-l:19.027:5-l:19.027:1-l:19.027:1-l:19.027:1
43.1	65.1	1.06	0.004	11	5	130.0	129.0	273.0	5.8	True	TLN	T1LN2L5X0	t:1:2-l:19.027:5-l:19.027:1-l:19.027:1-l:19.027:1
35.8	61.8	1.06	0.004	29	5	189.0	188.0	620.0	9.3	True	TLN	T1LN2L5X0	t:1:19-l:19.027:6-l:19.027:1-l:19.027:1-l:19.027:1
36.1	61.1	1.06	0.004	24	5	174.0	173.0	525.0	8.9	True	TLN	T1LN2L5X0	t:1:14-l:19.027:6-l:19.027:1-l:19.027:1-l:19.027:1
36.7	61.7	1.06	0.004	19	5	159.0	158.0	430.0	8.2	True	TLN	T1LN2L5X0	t:1:9-l:19.027:6-l:19.027:1-l:19.027:1-l:19.027:1
38.8	61.8	1.06	0.004	14	5	144.0	143.0	335.0	7.1	True	TLN	T1LN2L5X0	t:1:4-l:19.027:6-l:19.027:1-l:19.027:1-l:19.027:1
42.6	64.6	1.06	0.004	12	5	138.0	137.0	297.0	6.1	True	TLN	T1LN2L5X0	t:1:2-l:19.027:6-l:19.027:1-l:19.027:1-l:19.027:1
35.4	61.4	1.06	0.004	30	5	197.0	196.0	644.0	9.5	True	TLN	T1LN2L5X0	t:1:19-l:19.027:7-l:19.027:1-l:19.027:1-l:19.027:1
35.7	60.7	1.06	0.004	25	5	182.0	181.0	549.0	9.1	True	TLN	T1LN2L5X0	t:1:14-l:19.027:7-l:19.027:1-l:19.027:1-l:19.027:1
36.3	61.3	1.06	0.004	20	5	167.0	166.0	454.0	8.4	True	TLN	T1LN2L5X0	t:1:9-l:19.027:7-l:19.027:1-l:19.027:1-l:19.027:1
38.4	61.4	1.06	0.004	15	5	152.0	151.0	359.0	7.3	True	TLN	T1LN2L5X0	t:1:4-l:19.027:7-l:19.027:1-l:19.027:1-l:19.027:1
42.2	64.2	1.06	0.004	13	5	146.0	145.0	321.0	6.3	True	TLN	T1LN2L5X0	t:1:2-l:19.027:7-l:19.027:1-l:19.027:1-l:19.027:1
35.1	61.1	1.06	0.004	31	5	205.0	204.0	668.0	9.7	True	TLN	T1LN2L5X0	t:1:19-l:19.027:8-l:19.027:1-l:19.027:1-l:19.027:1
35.4	60.4	1.06	0.004	26	5	190.0	189.0	573.0	9.3	True	TLN	T1LN2L5X0	t:1:14-l:19.027:8-l:19.027:1-l:19.027:1-l:19.027:1
36.0	61.0	1.06	0.004	21	5	175.0	174.0	478.0	8.6	True	TLN	T1LN2L5X0	t:1:9-l:19.027:8-l:19.027:1-l:19.027:1-l:19.027:1
38.2	61.2	1.06	0.004	16	5	160.0	159.0	383.0	7.5	True	TLN	T1LN2L5X0	t:1:4-l:19.027:8-l:19.027:1-l:19.027:1-l:19.027:1
42.0	64.0	1.06	0.004	14	5	154.0	153.0	345.0	6.5	True	TLN	T1LN2L5X0	t:1:2-l:19.027:8-l:19.027:1-l:19.027:1-l:19.027:1
33.2	58.2	1.06	0.004	26	5	169.0	168.0	552.0	8.7	True	TLN	T1LN3L5X0	t:1:19-l:19.027:2-l:19.027:2-l:19.027:1-l:19.027:1
33.5	57.5	1.06	0.004	21	5	154.1	153.0	457.0	8.3	True	TLN	T1LN3L5X0	t:1:14-l:19.027:2-l:19.027:2-l:19.027:1-l:19.027:1
34.1	58.1	1.06	0.004	16	5	139.1	138.0	362.0	7.6	False	TLN	T1LN3L5X0	t:1:9-l:19.027:2-l:19.027:2-l:19.027:1-l:19.027:1
36.2	58.2	1.06	0.004	11	5	124.1	123.0	267.0	6.5	False	TLN	T1LN3L5X0	t:1:4-l:19.027:2-l:19.027:2-l:19.027:1-l:19.027:1
40.1	61.1	1.06	0.004	9	5	118.1	117.0	229.0	5.5	False	TLN	T1LN3L5X0	t:1:2-l:19.027:2-l:19.027:2-l:19.027:1-l:19.027:1
28.2	55.2	1.06	0.004	28	5	189.1	188.0	604.0	9.9	True	TLN	T1LN3L5X0	t:1:19-l:19.027:3-l:19.027:3-l:19.027:1-l:19.027:1
28.5	54.5	1.06	0.004	23	5	174.1	173.0	509.0	9.4	True	TLN	T1LN3L5X0	t:1:14-l:19.027:3-l:19.027:3-l:19.027:1-l:19.027:1
29.1	55.1	1.06	0.004	18	5	159.1	158.0	414.0	8.8	False	TLN	T1LN3L5X0	t:1:9-l:19.027:3-l:19.027:3-l:19.027:1-l:19.027:1
31.2	55.2	1.06	0.004	13	5	144.1	143.0	319.0	7.6	False	TLN	T1LN3L5X0	t:1:4-l:19.027:3-l:19.027:3-l:19.027:1-l:19.027:1
35.0	58.0	1.06	0.004	11	5	138.1	137.0	281.0	6.6	False	TLN	T1LN3L5X0	t:1:2-l:19.027:3-l:19.027:3-l:19.027:1-l:19.027:1
25.6	52.6	1.06	0.004	30	5	209.0	208.0	656.0	10.7	False	TLN	T1LN3L5X0	t:1:19-l:19.027:4-l:19.027:4-l:19.027:1-l:19.027:1
25.9	51.9	1.06	0.004	25	5	194.0	193.0	561.0	10.3	False	TLN	T1LN3L5X0	t:1:14-l:19.027:4-l:19.027:4-l:19.027:1-l:19.027:1
26.5	52.5	1.06	0.004	20	5	179.0	178.0	466.0	9.6	False	TLN	T1LN3L5X0	t:1:9-l:19.027:4-l:19.027:4-l:19.027:1-l:19.027:1
28.6	52.6	1.06	0.004	15	5	164.0	163.0	371.0	8.5	False	TLN	T1LN3L5X0	t:1:4-l:19.027:4-l:19.027:4-l:19.027:1-l:19.027:1
32.4	55.4	1.06	0.004	13	5	158.0	157.0	333.0	7.5	False	TLN	T1LN3L5X0	t:1:2-l:19.027:4-l:19.027:4-l:19.027:1-l:19.027:1
24.1	53.1	1.07	0.004	32	5	228.9	228.0	708.0	11.4	True	TLN	T1LN3L5X0	t:1:19-l:19.027:5-l:19.027:5-l:19.027:1-l:19.027:1
24.4	52.4	1.07	0.004	27	5	214.0	213.0	613.0	10.9	False	TLN	T1LN3L5X0	t:1:14-l:19.027:5-l:19.027:5-l:19.027:1-l:19.027:1
25.0	53.0	1.07	0.004	22	5	199.0	198.0	518.0	10.3	False	TLN	T1LN3L5X0	t:1:9-l:19.027:5-l:19.027:5-l:19.027:1-l:19.027:1
27.1	53.1	1.07	0.004	17	5	184.0	183.0	423.0	9.1	False	TLN	T1LN3L5X0	t:1:4-l:19.027:5-l:19.027:5-l:19.027:1-l:19.027:1
30.9	55.9	1.07	0.004	15	5	178.0	177.0	385.0	8.1	False	TLN	T1LN3L5X0	t:1:2-l:19.027:5-l:19.027:5-l:19.027:1-l:19.027:1
