cost	wa-I	wa-C	sa	ca	Nruns	Nlvls	ph	pm	rs	rn	isdom	F	L	C
130.4	61.9	79.9	1.06	0.004	5	4	92.0	91.0	139.0	2.5	False	L	L4	l:19.027:1-l:19.027:1-l:19.027:1-l:19.027:1
139.7	43.2	61.2	1.1	0.005	6	5	104.9	103.0	167.0	2.5	False	L	L5	l:10.556:1-l:10.556:1-l:10.556:1-l:10.556:1-l:10.556:1
146.1	52.2	71.2	1.07	0.004	6	4	98.2	97.0	161.0	3.5	False	LN	LNA1L4	l:16.000:2-l:32.000:1-l:16.000:1-l:16.000:1
148.1	54.3	73.3	1.06	0.004	6	4	100.0	99.0	163.0	3.5	False	LN	LNC1L4	l:19.027:2-l:19.027:1-l:19.027:1-l:19.027:1
153.3	35.2	53.2	1.16	0.006	7	6	117.9	115.0	195.0	2.5	False	L	L6	l:7.127:1-l:7.127:1-l:7.127:1-l:7.127:1-l:7.127:1-l:7.127:1
---
156.9	55.3	74.3	1.06	0.004	7	5	98.0	97.0	177.0	3.5	False	TL	T1L5	t:1:2-l:19.027:1-l:19.027:1-l:19.027:1-l:19.027:1
