cost	wa-I	wa-C	sa	ca	Nruns	Nlvls	ph	pm	rs	rn	isdom	F	L	C
220.0	35.2	53.2	1.16	0.006	7	6	117.9	115.0	195.0	2.5	False	L	L6	l:7.127:1-l:7.127:1-l:7.127:1-l:7.127:1-l:7.127:1-l:7.127:1
225.0	39.0	58.0	1.1	0.005	7	5	111.9	110.0	190.0	3.5	False	LN	LNC1L5	l:10.556:2-l:10.556:1-l:10.556:1-l:10.556:1-l:10.556:1
226.0	37.8	56.8	1.12	0.005	7	5	113.2	111.0	191.0	3.5	False	LN	LNA1L5	l:9.190:2-l:18.380:1-l:9.190:1-l:9.190:1-l:9.190:1
240.0	40.0	59.0	1.1	0.005	8	6	110.9	109.0	205.0	3.5	False	TL	T1L6	t:1:2-l:10.556:1-l:10.556:1-l:10.556:1-l:10.556:1-l:10.556:1
248.0	31.2	49.2	1.23	0.006	8	7	131.1	127.0	223.0	2.5	False	L	L7	l:5.384:1-l:5.384:1-l:5.384:1-l:5.384:1-l:5.384:1-l:5.384:1-l:5.384:1
---
184.0	103.6	122.6	1.02	0.004	6	4	85.4	85.0	149.0	3.5	False	TL	T1L4	t:1:2-l:50.797:1-l:50.797:1-l:50.797:1
