hot-points_range=100,1.01,1.03,1.04,1.02,1.03,1.03,1.06,1.05,1.07
point-query_range=100,1.01,1.00,1.01,0.99,1.02,1.02,1.05,1.06,1.06
points-covered-pk_range=100,1.02,1.03,1.03,1.03,1.02,1.03,1.05,1.06,1.05
points-covered-si_range=100,1.02,1.03,1.03,1.03,1.02,1.05,1.07,1.08,1.06
points-notcovered-pk_range=100,1.01,1.02,1.03,1.02,1.02,1.02,1.05,1.05,1.05
points-notcovered-si_range=100,1.01,1.02,1.01,1.01,1.00,1.02,1.04,1.04,1.04
random-points_range=1000,1.01,1.03,1.03,1.03,1.02,1.02,1.05,1.04,1.05
random-points_range=100,1.01,1.02,1.03,1.02,1.02,1.02,1.05,1.05,1.05
random-points_range=10,1.01,1.02,1.02,1.01,1.01,1.02,1.04,1.04,1.04
range-covered-pk_range=100,1.03,1.04,1.04,1.04,1.03,1.09,1.12,1.14,1.14
range-covered-si_range=100,1.03,1.04,1.04,1.04,1.04,1.10,1.11,1.13,1.13
range-notcovered-pk_range=100,1.01,1.04,1.04,1.02,1.03,1.08,1.10,1.12,1.11
range-notcovered-si_range=100,0.99,1.01,1.01,1.00,1.00,1.00,1.02,1.00,1.03
read-only_range=10000,1.04,1.06,1.06,1.06,1.04,1.11,1.13,1.16,1.16
read-only_range=100,1.01,1.03,1.02,1.02,1.03,1.04,1.07,1.07,1.08
read-only_range=10,1.01,1.02,1.01,1.00,1.03,1.01,1.04,1.04,1.04
scan_range=100,1.11,1.16,1.14,1.10,1.10,1.30,1.36,1.41,1.39
delete_range=100,1.00,1.00,1.00,1.00,0.99,1.00,0.99,1.00,1.00
insert_range=100,1.01,1.00,1.01,1.00,1.01,1.00,1.00,1.00,1.00
read-write_range=100,1.01,1.02,1.02,1.01,1.02,1.02,1.05,1.05,1.05
read-write_range=10,1.00,1.01,1.01,1.00,1.01,1.01,1.02,1.03,1.03
update-index_range=100,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
update-inlist_range=100,1.00,1.00,1.00,1.00,0.98,1.00,1.02,1.01,1.00
update-nonindex_range=100,1.00,1.00,1.00,1.01,1.00,1.00,1.01,1.01,1.01
update-one_range=100,1.00,1.00,1.00,1.00,0.99,1.00,1.00,1.01,1.00
update-zipf_range=100,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.01
write-only_range=10000,1.01,1.01,1.00,1.00,1.00,1.00,1.01,1.00,1.01
