test,6.29.5,7.10.2,8.11.4,9.0.1,9.1.2,9.2.2,9.3.2,9.4.1,9.5.2,9.6.2,9.7.4,9.8.4,9.9.3,9.10.0,9.11.2,10.0.1,10.1.3,10.2.1,
fillseq.wal_disabled.v400,1.00,1.45,1.43,1.46,1.42,1.49,1.44,1.48,1.46,1.45,1.47,1.48,1.47,1.42,1.46,1.43,1.44,1.45
revrangewhilewriting.t24,1.00,1.00,0.99,0.97,0.99,0.97,0.97,0.97,0.99,0.96,0.97,0.97,0.98,0.97,0.96,0.96,0.96,0.95
fwdrangewhilewriting.t24,1.00,1.00,1.00,1.01,0.98,1.00,1.02,1.00,1.00,0.98,1.01,1.00,0.96,1.01,1.01,0.98,1.00,1.00
readwhilewriting.t24,1.00,0.99,0.99,1.02,1.01,1.01,1.02,1.00,0.98,1.01,1.02,0.99,1.02,1.01,1.01,1.01,1.01,1.01
overwriteandwait.t24.s0,1.00,1.28,0.96,0.94,0.94,0.95,0.94,0.95,0.95,0.94,0.94,0.95,1.14,1.10,1.16,1.16,1.16,1.17
